player_id,player_display_name,player_name,position,position_group,team,season,week,season_type,attempts,completions,passing_yards,passing_tds,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,passing_epa,rushing_epa,receiving_epa,target_share,air_yards_share,wopr,macabets_performance_cap,macabets_requested_season,macabets_active_season,macabets_is_fallback
00-0035409,Shy Tuttle,S.Tuttle,DT,DL,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035413,Luke Gifford,L.Gifford,LB,LB,SF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035500,Greg Dortch,G.Dortch,WR,WR,ARI,2025,6,REG,0,0,0,0,0,0,0,3,3,9,1,,,0.19875752268126234,0.07692307692307693,0.005115089514066497,0.11896517804446194,0.2,2026,2025,True
00-0035525,Devin Bush,D.Bush,LB,LB,CLE,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035537,Ty Johnson,Ty.Johnson,RB,RB,BUF,2025,6,REG,0,0,0,0,1,5,0,2,1,11,0,,0.12636975361965597,-3.8311220835894346,0.07692307692307693,0.013937282229965157,0.125140712945591,0.2,2026,2025,True
00-0035567,Craig Reynolds,C.Reynolds,RB,RB,DET,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035588,Garrett Bradbury,G.Bradbury,C,OL,NE,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035602,Alex Bachman,A.Bachman,WR,WR,LV,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035617,Troy Reeder,T.Reeder,LB,LB,LA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035625,Juan Thornhill,J.Thornhill,SAF,DB,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035631,Drew Sample,D.Sample,TE,TE,CIN,2025,6,REG,0,0,0,0,0,0,0,2,1,-2,0,,,-1.4009673222899437,0.05,-0.01858736059479554,0.061988847583643134,0.2,2026,2025,True
00-0035632,Amani Hooker,A.Hooker,SAF,DB,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035637,Rock Ya-Sin,R.Ya-Sin,CB,DB,DET,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035639,Parris Campbell,P.Campbell,WR,WR,DAL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035640,DK Metcalf,D.Metcalf,WR,WR,PIT,2025,6,REG,0,0,0,0,0,0,0,9,4,95,1,,,4.4883163171748075,0.3103448275862069,0.6771300448430493,0.9395082727694448,0.2,2026,2025,True
00-0035642,Josh Hines-Allen,J.Hines-Allen,DE,DL,JAX,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035643,Jeffery Simmons,J.Simmons,DT,DL,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035644,Noah Fant,N.Fant,TE,TE,CIN,2025,6,REG,0,0,0,0,0,0,0,4,4,27,0,,,0.7207015302265063,0.1,0.040892193308550186,0.17862453531598516,0.2,2026,2025,True
00-0035645,Gunner Olszewski,G.Olszewski,WR,WR,NYG,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035647,Montez Sweat,M.Sweat,DE,DL,CHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035662,Marquise Brown,M.Brown,WR,WR,KC,2025,6,REG,0,0,0,0,0,0,0,4,4,45,2,,,6.096556370728649,0.14285714285714285,0.2012987012987013,0.3551948051948052,0.2,2026,2025,True
00-0035663,Taylor Rapp,T.Rapp,SAF,DB,BUF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035667,Greg Gaines,G.Gaines,DT,DL,TB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035669,Nick Scott,N.Scott,SAF,DB,CAR,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035672,Cody Barton,C.Barton,LB,LB,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035676,A.J. Brown,A.Brown,WR,WR,PHI,2025,6,REG,0,0,0,0,0,0,0,9,6,80,0,,,3.541429807781242,0.28125,0.3449367088607595,0.6633306962025316,0.2,2026,2025,True
00-0035678,Dre'Mont Jones,D.Jones,DE,DL,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035683,Dexter Lawrence,D.Lawrence,DT,DL,NYG,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035685,David Montgomery,D.Montgomery,RB,RB,DET,2025,6,REG,0,0,0,0,4,24,0,2,2,37,0,,-0.11404490261338651,2.2781790199223906,0.07407407407407407,-0.027522935779816515,0.09184505606523954,0.2,2026,2025,True
00-0035687,Bobby Okereke,B.Okereke,ILB,LB,NYG,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035689,Dawson Knox,D.Knox,TE,TE,BUF,2025,6,REG,0,0,0,0,0,0,0,2,1,19,1,,,3.2582787974970415,0.07692307692307693,0.11149825783972125,0.19343339587242026,0.2,2026,2025,True
00-0035697,Germaine Pratt,G.Pratt,LB,LB,IND,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035698,Chuma Edoga,C.Edoga,OT,OL,JAX,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035699,Jamel Dean,J.Dean,CB,DB,TB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035700,Josh Jacobs,J.Jacobs,RB,RB,GB,2025,6,REG,0,0,0,0,18,93,2,5,5,57,0,,1.1314097123686224,3.346940928226104,0.19230769230769232,0.02032520325203252,0.30268918073796125,0.2,2026,2025,True
00-0035705,Jalen Thompson,J.Thompson,DB,DB,ARI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035707,Devin White,D.White,LB,LB,LV,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035710,Daniel Jones,D.Jones,QB,QB,IND,2025,6,REG,30,22,212,2,5,20,1,0,0,0,0,2.8482230268754942,2.8024345925659873,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035713,Brian Burns,B.Burns,LB,LB,NYG,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035718,Quinnen Williams,Q.Williams,DT,DL,NYJ,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035719,Deebo Samuel Sr.,D.Samuel,WR,WR,WAS,2025,6,REG,0,0,0,0,1,-1,0,5,4,15,0,,-0.7394467634148896,-5.167547300865408,0.20833333333333334,0.11320754716981132,0.3917452830188679,0.2,2026,2025,True
00-0035763,Malcolm Roach,M.Roach,DT,DL,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035795,James Pierre,J.Pierre,CB,DB,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035821,Corliss Waitman,C.Waitman,P,SPEC,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035827,Ross Matiscik,R.Matiscik,LS,SPEC,JAX,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035841,Benito Jones,B.Jones,DT,DL,MIA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035857,Chris Williams,Ch.Williams,DT,DL,CHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035942,Christian Rozeboom,C.Rozeboom,LB,LB,CAR,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0035993,Tyler Huntley,T.Huntley,QB,QB,BAL,2025,6,REG,15,10,68,0,3,39,0,0,0,0,0,-7.255764254368842,5.787207700486761,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036037,Sam Franklin Jr.,S.Franklin,SAF,DB,BUF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036040,Juwan Johnson,J.Johnson,TE,TE,NO,2025,6,REG,0,0,0,0,0,0,0,2,2,15,0,,,-5.096061621326953,0.07692307692307693,0.01809954751131222,0.12805429864253395,0.2,2026,2025,True
00-0036139,Rico Dowdle,R.Dowdle,RB,RB,CAR,2025,6,REG,0,0,0,0,30,183,0,5,4,56,1,,5.931201776460512,2.9787397547625005,0.23809523809523808,0.16883116883116883,0.47532467532467526,0.2,2026,2025,True
00-0036151,Bryce Huff,B.Huff,DE,DL,SF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036158,J.K. Dobbins,J.Dobbins,RB,RB,DEN,2025,6,REG,0,0,0,0,14,40,0,1,0,0,0,,-2.800032050756272,-1.4867498718667775,0.038461538461538464,-0.026143790849673203,0.03939165409753645,0.2,2026,2025,True
00-0036159,Joshua Uche,J.Uche,LB,LB,PHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036171,Aaron Brewer,A.Brewer,C,OL,MIA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036181,Teair Tart,T.Tart,DT,DL,LAC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036182,Nick Westbrook-Ikhine,N.Westbrook-Ikhine,WR,WR,MIA,2025,6,REG,0,0,0,0,0,0,0,1,0,0,0,,,-0.04270389542216435,0.03333333333333333,0.023923444976076555,0.06674641148325358,0.2,2026,2025,True
00-0036192,A.J. Epenesa,A.Epenesa,DE,DL,BUF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036199,Geno Stone,G.Stone,SAF,DB,CIN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036212,Tua Tagovailoa,T.Tagovailoa,QB,QB,MIA,2025,6,REG,32,21,205,1,1,4,0,0,0,0,0,-0.03338861474947796,-0.18017263198271394,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036220,Derrick Brown,D.Brown,DT,DL,CAR,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036221,Brandon Jones,B.Jones,SAF,DB,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036223,Jonathan Taylor,J.Taylor,RB,RB,IND,2025,6,REG,0,0,0,0,21,123,1,4,4,14,0,,2.0188428196997847,-1.796006860327907,0.13333333333333333,-0.004901960784313725,0.19656862745098042,0.2,2026,2025,True
00-0036231,Kyle Dugger,K.Dugger,SAF,DB,NE,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036237,Larrell Murchison,L.Murchison,DT,DL,LA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036252,Michael Pittman,M.Pittman,WR,WR,IND,2025,6,REG,0,0,0,0,0,0,0,3,2,20,0,,,1.4111333163455129,0.1,0.12254901960784313,0.2357843137254902,0.2,2026,2025,True
00-0036259,Jauan Jennings,J.Jennings,WR,WR,SF,2025,6,REG,0,0,0,0,0,0,0,3,1,7,0,,,-3.0957921580411494,0.08108108108108109,0.13227513227513227,0.21421421421421422,0.2,2026,2025,True
00-0036260,Javon Kinlaw,J.Kinlaw,DT,DL,WAS,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036262,DaVon Hamilton,D.Hamilton,DT,DL,JAX,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036264,Jordan Love,J.Love,QB,QB,GB,2025,6,REG,26,19,259,1,7,26,0,0,0,0,0,7.356112143495093,3.8625474365355026,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036265,AJ Dillon,A.Dillon,RB,RB,PHI,2025,6,REG,0,0,0,0,1,2,0,2,2,18,0,,-0.32385872141458094,-4.046990365139209,0.0625,0.028481012658227847,0.11368670886075949,0.2,2026,2025,True
00-0036266,Jordan Elliott,J.Elliott,DT,DL,SF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036275,D'Andre Swift,D.Swift,RB,RB,CHI,2025,6,REG,0,0,0,0,14,108,0,3,2,67,1,,6.1826634599710815,6.1333465503994375,0.10344827586206896,-0.024390243902439025,0.13809924306139615,0.2,2026,2025,True
00-0036282,Grant Delpit,G.Delpit,SAF,DB,CLE,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036285,A.J. Terrell,A.Terrell,CB,DB,ATL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036286,K'Lavon Chaisson,K.Chaisson,LB,LB,NE,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036290,Cole Kmet,C.Kmet,TE,TE,CHI,2025,6,REG,0,0,0,0,0,0,0,2,1,0,0,,,-1.0477382824756205,0.06896551724137931,0.08130081300813008,0.16035884496776,0.2,2026,2025,True
00-0036293,Jeremy Chinn,J.Chinn,SAF,DB,LV,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036294,Logan Wilson,L.Wilson,LB,LB,CIN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036298,Akeem Davis-Gaither,A.Davis-Gaither,LB,LB,ARI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036300,Mykal Walker,M.Walker,LB,LB,NYJ,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036305,Trevis Gipson,T.Gipson,LB,LB,SF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036307,Kindle Vildor,K.Vildor,CB,DB,TB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036313,Braden Mann,B.Mann,P,SPEC,PHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036321,Chase Young,C.Young,DE,DL,NO,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036323,Patrick Queen,P.Queen,LB,LB,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036327,Ezra Cleveland,E.Cleveland,G,OL,JAX,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036329,Ashtyn Davis,A.Davis,SAF,DB,MIA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036331,Devin Duvernay,D.Duvernay,WR,WR,CHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036333,Alex Highsmith,A.Highsmith,LB,LB,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036335,D.J. Wonnum,D.Wonnum,LB,LB,CAR,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036337,James Lynch,J.Lynch,DT,DL,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036338,Troy Dye,T.Dye,LB,LB,LAC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036349,Kam Curl,K.Curl,SAF,DB,LA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036355,Justin Herbert,J.Herbert,QB,QB,LAC,2025,6,REG,38,29,264,2,1,2,0,0,0,0,0,12.641889955414864,2.288495108950883,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036361,Trevon Diggs,T.Diggs,CB,DB,DAL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036366,Neville Gallimore,N.Gallimore,DT,DL,IND,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036371,Leki Fotu,L.Fotu,DT,DL,LV,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036374,L'Jarius Sneed,L.Sneed,SAF,DB,TEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036375,Amik Robertson,A.Robertson,CB,DB,DET,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036378,Michael Danna,M.Danna,LB,LB,KC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036380,Alohi Gilman,A.Gilman,SAF,DB,BAL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036388,Xavier McKinney,X.McKinney,SAF,DB,GB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036389,Jalen Hurts,J.Hurts,QB,QB,PHI,2025,6,REG,33,24,283,1,7,13,1,0,0,0,0,2.1615822567789524,0.01409083473845385,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036392,Matt Peart,M.Peart,OT,OL,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036394,Darnay Holmes,D.Holmes,CB,DB,LV,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036406,Tristan Wirfs,T.Wirfs,OT,OL,TB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036407,Jerry Jeudy,J.Jeudy,WR,WR,CLE,2025,6,REG,0,0,0,0,0,0,0,13,5,43,0,,,-2.2642628984290574,0.2549019607843137,0.4267515923566879,0.6810790558261521,0.2,2026,2025,True
00-0036409,Jordyn Brooks,J.Brooks,LB,LB,MIA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036410,Tee Higgins,T.Higgins,WR,WR,CIN,2025,6,REG,0,0,0,0,0,0,0,8,5,62,0,,,5.645315787434811,0.2,0.3940520446096654,0.5758364312267659,0.2,2026,2025,True
00-0036411,Antoine Winfield Jr.,A.Winfield,SAF,DB,TB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036415,Van Jefferson,V.Jefferson,WR,WR,TEN,2025,6,REG,0,0,0,0,0,0,0,6,4,75,0,,,3.530760439869482,0.17647058823529413,0.466403162055336,0.5911880957916764,0.2,2026,2025,True
00-0036418,Zack Baun,Z.Baun,LB,LB,PHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036425,DeeJay Dallas,D.Dallas,RB,RB,CAR,2025,6,REG,0,0,0,0,1,0,0,0,0,0,0,,-1.9534934731455054,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036427,Tyler Johnson,T.Johnson,WR,WR,NYJ,2025,6,REG,0,0,0,0,0,0,0,1,0,0,0,,,-0.8663083474182574,0.0625,-0.02127659574468085,0.07885638297872341,0.2,2026,2025,True
00-0036428,Justin Strnad,J.Strnad,LB,LB,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036441,"Kenneth Murray, Jr.",K.Murray,LB,LB,DAL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036479,Kwity Paye,K.Paye,DE,DL,IND,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036480,Dayo Odeyingbo,D.Odeyingbo,DE,DL,CHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036500,Jamien Sherwood,J.Sherwood,LB,LB,NYJ,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036504,Brandin Echols,B.Echols,CB,DB,PIT,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036550,Rashod Bateman,R.Bateman,WR,WR,BAL,2025,6,REG,0,0,0,0,0,0,0,1,1,8,0,,,0.2008949052542448,0.03125,0.013761467889908258,0.05650802752293578,0.2,2026,2025,True
00-0036552,Azeez Ojulari,A.Ojulari,LB,LB,PHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036563,Deommodore Lenoir,D.Lenoir,CB,DB,SF,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036564,Talanoa Hufanga,T.Hufanga,SAF,DB,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036568,Roy Lopez,R.Lopez,DT,DL,DET,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036589,Nick McCloud,N.McCloud,CB,DB,CHI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036613,Jaylen Waddle,J.Waddle,WR,WR,MIA,2025,6,REG,1,1,8,0,0,0,0,8,6,95,0,-0.5923647911444314,,1.6542796299618203,0.26666666666666666,0.5741626794258373,0.8019138755980861,0.2,2026,2025,True
00-0036620,Dee Eskridge,D.Eskridge,WR,WR,MIA,2025,6,REG,0,0,0,0,0,0,0,1,0,0,0,,,-0.2924236125545576,0.03333333333333333,0.07655502392344497,0.10358851674641148,0.2,2026,2025,True
00-0036621,Nick Bolton,N.Bolton,LB,LB,KC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036622,Josh Myers,J.Myers,C,OL,NYJ,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036625,Benjamin St-Juste,B.St-Juste,CB,DB,LAC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036626,Dyami Brown,D.Brown,WR,WR,JAX,2025,6,REG,0,0,0,0,1,7,0,5,2,13,0,,1.9341105964267626,-2.8274532961659133,0.11904761904761904,0.265625,0.3645089285714285,0.2,2026,2025,True
00-0036629,Camryn Bynum,C.Bynum,SAF,DB,IND,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036630,Tylan Wallace,T.Wallace,WR,WR,BAL,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036637,Noah Gray,N.Gray,TE,TE,KC,2025,6,REG,0,0,0,0,0,0,0,2,2,25,0,,,1.2185096708126366,0.07142857142857142,0.045454545454545456,0.13896103896103895,0.2,2026,2025,True
00-0036642,Tedarrell Slaton,T.Slaton,DT,DL,CIN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036643,K.J. Britt,K.Britt,LB,LB,MIA,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036646,Simi Fehoko,S.Fehoko,WR,WR,ARI,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036658,Isaiah McDuffie,I.McDuffie,LB,LB,GB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036672,Grant Stuard,G.Stuard,LB,LB,DET,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036677,Zayne Anderson,Z.Anderson,SAF,DB,GB,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036683,Devon Key,D.Key,SAF,DB,DEN,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036695,Naquan Jones,N.Jones,DT,DL,LAC,2025,6,REG,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.2,2026,2025,True
00-0036727,Adam Prentice,A.Prentice,FB,RB,DEN,2025,6,REG,0,0,0,0,1,3,0,0,0,0,0,,-1.0083243646658957,,0.0,0.0,0.0,0.2,2026,2025,True
