n,mean_adjustment,mean_abs_adjustment,median_abs_adjustment,p90_abs_adjustment,p95_abs_adjustment,max_abs_adjustment,pct_over_2pp,pct_over_4pp,pct_at_probability_clip
6809,-3.504822586087422e-05,0.01027169551256009,0.005706737042682819,0.03999999999999998,0.04000000000000001,0.040000000000000036,0.14936113966808637,0.05345865765898076,0.0049933911000146864
