model,n,accuracy,log_loss,brier,mean_confidence
p_v097_core,6809,0.6464972830077839,0.6239466377804427,0.2178106325896676,0.6389914127309496
p_elo_blend,6809,0.6410632985754149,0.6262402650787458,0.21883876454826776,0.6327779395140247
p_overall_elo,6809,0.6365105008077544,0.6281498866892158,0.2198178975486375,0.6523197201654866
p_surface_elo,6809,0.6287266852694963,0.6355747695179789,0.22316390437615252,0.6259479094739497
p_rank,6809,0.6344543985901013,0.6560410387788738,0.22880299592817735,0.7060419953382718
