tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced,winner_player_key,loser_player_key
20260610,Rosmalen Grass Court Championships,Grass,A,R128,Boogaard T.,Wu Y.,779.0,101.0,6-3 2-6 6-4,,,11.0,5.0,5.0,3.0,87.0,79.0,54.0,46.0,42.0,40.0,17.0,13.0,,,6.0,4.0,8.0,6.0,,
20260610,Rosmalen Grass Court Championships,Grass,A,R128,Fucsovics M.,Hurkacz H.,75.0,96.0,3-6 7-6 7-6,,,6.0,15.0,1.0,3.0,100.0,120.0,62.0,77.0,50.0,60.0,27.0,26.0,,,3.0,7.0,4.0,7.0,,
20260610,Rosmalen Grass Court Championships,Grass,A,R128,Griekspoor T.,Van De Zandschulp B.,41.0,55.0,6-2 6-7 6-4,,,,,,,,,,,,,,,,,,,,,,
20260610,Rosmalen Grass Court Championships,Grass,A,R128,Majchrzak K.,Virtanen O.,76.0,158.0,6-7 6-4 7-6,,,9.0,14.0,2.0,3.0,117.0,113.0,78.0,74.0,60.0,52.0,21.0,19.0,,,3.0,2.0,5.0,5.0,,
20260610,Rosmalen Grass Court Championships,Grass,A,R128,McCabe J.,Bergs Z.,233.0,40.0,6-7 6-2 7-6,,,4.0,11.0,2.0,3.0,117.0,93.0,80.0,56.0,60.0,46.0,16.0,17.0,,,7.0,2.0,8.0,5.0,,
20260610,Rosmalen Grass Court Championships,Grass,A,R64,De Minaur A.,Damm M.,6.0,114.0,7-6 7-5,,,,,,,,,,,,,,,,,,,,,,
20260610,Stuttgart Open,Grass,A,R64,Bellucci M.,Hanfmann Y.,78.0,59.0,7-5 6-7 6-2,,,13.0,12.0,6.0,1.0,102.0,98.0,67.0,60.0,50.0,46.0,22.0,20.0,,,6.0,6.0,6.0,9.0,,
20260610,Stuttgart Open,Grass,A,R64,Bublik A.,Struff J.L.,11.0,77.0,7-6 3-6 6-2,,,22.0,17.0,2.0,5.0,76.0,99.0,48.0,54.0,45.0,44.0,15.0,22.0,,,2.0,5.0,3.0,7.0,,
20260610,Stuttgart Open,Grass,A,R64,Mpetshi G.,Onclin G.,93.0,186.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260611,Rosmalen Grass Court Championships,Grass,A,R64,Auger-Aliassime F.,Fucsovics M.,4.0,75.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260611,Rosmalen Grass Court Championships,Grass,A,R64,Bonzi B.,Humbert U.,99.0,33.0,6-4 3-6 6-3,,,5.0,7.0,1.0,5.0,86.0,80.0,57.0,48.0,46.0,38.0,13.0,16.0,,,2.0,4.0,3.0,6.0,,
20260611,Rosmalen Grass Court Championships,Grass,A,R64,Majchrzak K.,McCabe J.,76.0,233.0,6-0 6-3,,,4.0,3.0,0.0,1.0,43.0,43.0,27.0,26.0,22.0,14.0,12.0,7.0,,,1.0,3.0,1.0,7.0,,
20260611,Rosmalen Grass Court Championships,Grass,A,R64,Mannarino A.,Rinderknech A.,46.0,24.0,7-6 3-6 6-3,,,6.0,15.0,5.0,1.0,105.0,98.0,72.0,59.0,54.0,48.0,16.0,21.0,,,7.0,6.0,9.0,8.0,,
20260611,Rosmalen Grass Court Championships,Grass,A,R64,Zhang Zh.,Griekspoor T.,214.0,41.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260611,Stuttgart Open,Grass,A,R64,Fritz T.,Landaluce M.,9.0,58.0,6-7 7-5 7-6,,,25.0,14.0,5.0,7.0,118.0,116.0,82.0,74.0,67.0,59.0,18.0,21.0,,,4.0,4.0,5.0,6.0,,
20260611,Stuttgart Open,Grass,A,R64,Lehecka J.,Duckworth J.,12.0,79.0,6-7 6-4 7-6,,,16.0,11.0,2.0,5.0,105.0,114.0,67.0,70.0,56.0,52.0,27.0,29.0,,,2.0,1.0,2.0,2.0,,
20260611,Stuttgart Open,Grass,A,R64,Shimabukuro S.,Kyrgios N.,104.0,,4-6 7-6 6-4,,,13.0,22.0,5.0,2.0,96.0,94.0,55.0,71.0,48.0,56.0,22.0,11.0,,,0.0,0.0,1.0,1.0,,
20260611,Stuttgart Open,Grass,A,R64,Tiafoe F.,Hijikata R.,26.0,106.0,6-4 6-4,,,4.0,5.0,0.0,4.0,60.0,59.0,38.0,35.0,25.0,22.0,15.0,13.0,,,1.0,3.0,3.0,7.0,,
20260612,Rosmalen Grass Court Championships,Grass,A,QF,De Minaur A.,Bonzi B.,6.0,99.0,6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
20260612,Rosmalen Grass Court Championships,Grass,A,QF,Majchrzak K.,Auger-Aliassime F.,76.0,4.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260612,Rosmalen Grass Court Championships,Grass,A,QF,Mannarino A.,Zhang Zh.,46.0,214.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260612,Rosmalen Grass Court Championships,Grass,A,R64,Cilic M.,Borges N.,47.0,50.0,3-6 7-6 6-3,,,17.0,13.0,7.0,2.0,108.0,84.0,65.0,55.0,50.0,42.0,20.0,13.0,,,5.0,0.0,8.0,2.0,,
20260612,Rosmalen Grass Court Championships,Grass,A,R64,Medvedev D.,Boogaard T.,8.0,779.0,6-3 4-6 7-6,,,15.0,4.0,5.0,3.0,96.0,126.0,62.0,84.0,51.0,55.0,17.0,21.0,,,3.0,9.0,5.0,12.0,,
20260612,Stuttgart Open,Grass,A,QF,Bublik A.,Mpetshi G.,11.0,93.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260612,Stuttgart Open,Grass,A,QF,Fritz T.,Bellucci M.,9.0,78.0,5-7 7-5 7-5,,,11.0,9.0,1.0,5.0,101.0,115.0,72.0,73.0,60.0,54.0,15.0,22.0,,,2.0,7.0,3.0,9.0,,
20260612,Stuttgart Open,Grass,A,QF,Lehecka J.,Tiafoe F.,12.0,26.0,6-4 7-6,,,12.0,4.0,0.0,2.0,65.0,68.0,38.0,47.0,34.0,34.0,18.0,13.0,,,3.0,4.0,3.0,5.0,,
20260612,Stuttgart Open,Grass,A,R64,Shelton B.,Giron M.,5.0,88.0,6-7 6-4 7-6,,,14.0,11.0,2.0,2.0,112.0,105.0,77.0,66.0,55.0,51.0,25.0,22.0,,,5.0,1.0,6.0,3.0,,
20260613,Rosmalen Grass Court Championships,Grass,A,QF,Medvedev D.,Cilic M.,8.0,47.0,6-2 3-6 6-1,,,4.0,5.0,2.0,1.0,62.0,91.0,42.0,60.0,32.0,36.0,11.0,12.0,,,3.0,6.0,5.0,11.0,,
20260613,Rosmalen Grass Court Championships,Grass,A,SF,De Minaur A.,Mannarino A.,6.0,46.0,6-4 6-0,,,,,,,,,,,,,,,,,,,,,,
20260613,Rosmalen Grass Court Championships,Grass,A,SF,Majchrzak K.,Medvedev D.,76.0,8.0,7-6 6-1,,,1.0,8.0,1.0,7.0,61.0,80.0,41.0,48.0,30.0,33.0,12.0,10.0,,,2.0,3.0,2.0,6.0,,
20260613,Stuttgart Open,Grass,A,QF,Shelton B.,Shimabukuro S.,5.0,104.0,4-6 6-3 6-4,,,10.0,10.0,4.0,3.0,78.0,79.0,56.0,51.0,47.0,42.0,13.0,12.0,,,1.0,3.0,2.0,5.0,,
20260613,Stuttgart Open,Grass,A,SF,Fritz T.,Bublik A.,9.0,11.0,6-4 6-4,,,13.0,6.0,4.0,5.0,62.0,56.0,40.0,40.0,31.0,28.0,12.0,5.0,,,2.0,0.0,3.0,3.0,,
20260613,Stuttgart Open,Grass,A,SF,Shelton B.,Lehecka J.,5.0,12.0,6-7 7-6 7-6,,,21.0,17.0,2.0,2.0,124.0,140.0,91.0,92.0,70.0,72.0,25.0,24.0,,,4.0,5.0,4.0,5.0,,
20260614,Rosmalen Grass Court Championships,Grass,A,F,Majchrzak K.,De Minaur A.,76.0,6.0,6-3 2-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260614,Stuttgart Open,Grass,A,F,Shelton B.,Fritz T.,5.0,9.0,6-4 2-6 6-4,,,9.0,14.0,4.0,0.0,89.0,68.0,62.0,44.0,46.0,37.0,11.0,16.0,,,9.0,1.0,11.0,3.0,,
20260615,Halle Open,Grass,A,R128,Altmaier D.,Basilashvili N.,81.0,118.0,7-5 6-4,,,13.0,7.0,0.0,5.0,59.0,68.0,42.0,39.0,35.0,28.0,9.0,12.0,,,1.0,7.0,2.0,10.0,,
20260615,Halle Open,Grass,A,R128,Atmane T.,Landaluce M.,53.0,55.0,6-3 3-6 7-6,,,10.0,12.0,2.0,1.0,93.0,92.0,68.0,57.0,52.0,45.0,16.0,21.0,,,5.0,5.0,6.0,6.0,,
20260615,Halle Open,Grass,A,R128,Auger-Aliassime F.,Borges N.,4.0,54.0,6-3 3-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260615,Halle Open,Grass,A,R128,Tiafoe F.,Cobolli F.,26.0,10.0,6-2 7-6,,,9.0,9.0,0.0,1.0,58.0,68.0,42.0,40.0,34.0,30.0,11.0,12.0,,,0.0,3.0,0.0,5.0,,
20260615,Halle Open,Grass,A,R128,Tien L.,Schoenhaus M.,19.0,336.0,6-2 6-4,,,6.0,7.0,2.0,5.0,50.0,66.0,32.0,38.0,25.0,25.0,13.0,12.0,,,2.0,7.0,2.0,10.0,,
20260615,Queen's Club Championships,Grass,A,R128,Paul T.,Svajda Z.,28.0,69.0,7-5 6-3,,,15.0,2.0,3.0,3.0,68.0,65.0,38.0,34.0,33.0,27.0,16.0,14.0,,,5.0,1.0,5.0,3.0,,
20260615,Queen's Club Championships,Grass,A,R128,Shapovalov D.,Pinnington Jones J.,41.0,147.0,6-4 4-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260615,Queen's Club Championships,Grass,A,R128,Van De Zandschulp B.,Wendelken H.,56.0,224.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260616,Halle Open,Grass,A,R128,Bellucci M.,Bublik A.,74.0,11.0,7-6 6-1,,,9.0,6.0,3.0,1.0,62.0,55.0,43.0,38.0,32.0,23.0,11.0,9.0,,,1.0,0.0,2.0,3.0,,
20260616,Halle Open,Grass,A,R128,Collignon R.,Popyrin A.,51.0,90.0,6-4 6-2,,,6.0,5.0,4.0,3.0,53.0,43.0,33.0,25.0,29.0,16.0,9.0,12.0,,,1.0,2.0,1.0,5.0,,
20260616,Halle Open,Grass,A,R128,Hanfmann Y.,Fonseca J.,59.0,25.0,6-2 6-2,,,4.0,2.0,2.0,0.0,44.0,57.0,32.0,35.0,28.0,16.0,5.0,14.0,,,0.0,5.0,0.0,9.0,,
20260616,Halle Open,Grass,A,R128,Hurkacz H.,Rublev A.,103.0,13.0,6-3 6-2,,,11.0,5.0,1.0,11.0,43.0,64.0,29.0,27.0,26.0,18.0,10.0,17.0,,,0.0,6.0,0.0,9.0,,
20260616,Halle Open,Grass,A,R128,Marozsan F.,Kecmanovic M.,61.0,50.0,6-3 3-6 6-4,,,7.0,5.0,3.0,2.0,95.0,93.0,66.0,66.0,49.0,46.0,16.0,15.0,,,7.0,13.0,8.0,15.0,,
20260616,Halle Open,Grass,A,R128,Medvedev D.,Etcheverry T.,7.0,30.0,6-3 6-4,,,8.0,3.0,2.0,1.0,66.0,59.0,44.0,37.0,32.0,23.0,12.0,10.0,,,7.0,4.0,8.0,7.0,,
20260616,Halle Open,Grass,A,R128,Quinn E.,Khachanov K.,66.0,18.0,1-6 6-4 6-4,,,6.0,8.0,9.0,3.0,80.0,82.0,48.0,47.0,37.0,33.0,13.0,21.0,,,4.0,4.0,7.0,6.0,,
20260616,Halle Open,Grass,A,R128,Shimabukuro S.,Griekspoor T.,97.0,40.0,6-4 3-6 6-4,,,5.0,19.0,4.0,6.0,76.0,115.0,39.0,70.0,30.0,49.0,23.0,19.0,,,4.0,8.0,6.0,11.0,,
20260616,Halle Open,Grass,A,R128,Zverev A.,Kopriva V.,3.0,64.0,6-3 4-6 6-2,,,16.0,12.0,1.0,4.0,76.0,103.0,54.0,65.0,44.0,44.0,13.0,16.0,,,1.0,11.0,2.0,14.0,,
20260616,Queen's Club Championships,Grass,A,R128,Brooksby J.,Damm M.,73.0,108.0,6-4 3-6 6-3,,,8.0,8.0,0.0,3.0,80.0,82.0,57.0,55.0,40.0,39.0,16.0,14.0,,,3.0,4.0,5.0,7.0,,
20260616,Queen's Club Championships,Grass,A,R128,Buse I.,Giron M.,35.0,86.0,3-6 7-5 7-6,,,2.0,7.0,1.0,2.0,108.0,112.0,60.0,73.0,42.0,54.0,32.0,22.0,,,6.0,5.0,8.0,7.0,,
20260616,Queen's Club Championships,Grass,A,R128,Cerundolo F.,Kovacevic A.,27.0,68.0,6-4 6-7 6-2,,,10.0,10.0,4.0,3.0,84.0,95.0,47.0,56.0,39.0,46.0,24.0,16.0,,,1.0,5.0,2.0,9.0,,
20260616,Queen's Club Championships,Grass,A,R128,Davidovich Fokina A.,Norrie C.,22.0,29.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260616,Queen's Club Championships,Grass,A,R128,De Minaur A.,Diallo G.,6.0,84.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260616,Queen's Club Championships,Grass,A,R128,Fery A.,Samuel T.,140.0,144.0,6-0 6-2,,,4.0,7.0,0.0,2.0,40.0,60.0,24.0,40.0,21.0,21.0,10.0,6.0,,,1.0,10.0,1.0,15.0,,
20260616,Queen's Club Championships,Grass,A,R128,Hijikata R.,Tabilo A.,104.0,31.0,6-2 6-4,,,8.0,3.0,0.0,2.0,51.0,52.0,35.0,29.0,30.0,23.0,8.0,6.0,,,1.0,2.0,1.0,5.0,,
20260616,Queen's Club Championships,Grass,A,R128,Humbert U.,Cilic M.,33.0,46.0,7-5 6-3,,,18.0,7.0,3.0,1.0,60.0,52.0,38.0,33.0,34.0,25.0,13.0,10.0,,,3.0,2.0,3.0,4.0,,
20260616,Queen's Club Championships,Grass,A,R128,Lehecka J.,Majchrzak K.,12.0,47.0,7-5 7-6,,,8.0,5.0,2.0,1.0,66.0,99.0,40.0,57.0,34.0,37.0,17.0,22.0,,,0.0,6.0,1.0,8.0,,
20260616,Queen's Club Championships,Grass,A,R128,Mannarino A.,Mensik J.,44.0,16.0,5-7 7-6 7-6,,,5.0,19.0,3.0,4.0,112.0,105.0,68.0,70.0,49.0,53.0,27.0,19.0,,,6.0,2.0,10.0,5.0,,
20260616,Queen's Club Championships,Grass,A,R128,Medjedovic H.,Rinderknech A.,67.0,24.0,7-6 7-6,,,3.0,16.0,4.0,2.0,81.0,73.0,54.0,44.0,43.0,37.0,16.0,17.0,,,0.0,0.0,0.0,0.0,,
20260616,Queen's Club Championships,Grass,A,R128,Moutet C.,Mpetshi G.,36.0,87.0,6-7 6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260616,Queen's Club Championships,Grass,A,R128,Nakashima B.,Fucsovics M.,32.0,76.0,6-3 6-3,,,6.0,4.0,2.0,4.0,50.0,52.0,38.0,32.0,34.0,23.0,3.0,7.0,,,0.0,3.0,0.0,6.0,,
20260617,Halle Open,Grass,A,R128,Fritz T.,Bergs Z.,9.0,48.0,7-6 5-7 6-4,,,16.0,15.0,3.0,7.0,96.0,110.0,58.0,62.0,46.0,47.0,24.0,27.0,,,4.0,3.0,6.0,5.0,,
20260617,Halle Open,Grass,A,R128,Shelton B.,Sonego L.,5.0,65.0,7-5 6-3,,,5.0,2.0,5.0,1.0,57.0,53.0,37.0,34.0,33.0,23.0,9.0,11.0,,,1.0,3.0,2.0,6.0,,
20260617,Halle Open,Grass,A,R64,Altmaier D.,Hurkacz H.,81.0,103.0,3-6 6-3 7-5,,,6.0,16.0,4.0,5.0,96.0,78.0,65.0,54.0,51.0,45.0,14.0,12.0,,,6.0,5.0,7.0,7.0,,
20260617,Halle Open,Grass,A,R64,Auger-Aliassime F.,Tien L.,4.0,19.0,6-7 7-5 7-6,,,,,,,,,,,,,,,,,,,,,,
20260617,Halle Open,Grass,A,R64,Medvedev D.,Atmane T.,7.0,53.0,6-4 6-4,,,3.0,4.0,2.0,0.0,56.0,56.0,31.0,39.0,28.0,28.0,14.0,10.0,,,5.0,4.0,5.0,6.0,,
20260617,Halle Open,Grass,A,R64,Tiafoe F.,Shimabukuro S.,26.0,97.0,6-4 7-5,,,4.0,4.0,1.0,5.0,62.0,76.0,35.0,42.0,29.0,32.0,15.0,13.0,,,2.0,7.0,3.0,10.0,,
20260617,Queen's Club Championships,Grass,A,R64,Cerundolo F.,Brooksby J.,27.0,73.0,6-0 6-4,,,2.0,3.0,3.0,0.0,47.0,70.0,29.0,46.0,20.0,24.0,11.0,9.0,,,3.0,9.0,4.0,14.0,,
20260617,Queen's Club Championships,Grass,A,R64,De Minaur A.,Shapovalov D.,6.0,41.0,6-4 6-1,,,,,,,,,,,,,,,,,,,,,,
20260617,Queen's Club Championships,Grass,A,R64,Fery A.,Mannarino A.,140.0,44.0,7-6 6-4,,,4.0,3.0,1.0,1.0,60.0,67.0,40.0,41.0,35.0,28.0,10.0,18.0,,,0.0,4.0,1.0,6.0,,
20260617,Queen's Club Championships,Grass,A,R64,Nakashima B.,Buse I.,32.0,35.0,6-2 6-2,,,3.0,2.0,0.0,1.0,48.0,55.0,31.0,28.0,22.0,17.0,10.0,9.0,,,1.0,6.0,2.0,11.0,,
20260618,Halle Open,Grass,A,R64,Collignon R.,Bellucci M.,51.0,74.0,4-6 6-4 6-3,,,5.0,5.0,5.0,2.0,86.0,81.0,49.0,46.0,40.0,32.0,21.0,22.0,,,2.0,6.0,3.0,8.0,,
20260618,Halle Open,Grass,A,R64,Fritz T.,Marozsan F.,9.0,61.0,6-2 6-4,,,16.0,3.0,1.0,3.0,46.0,63.0,32.0,45.0,30.0,30.0,6.0,4.0,,,1.0,4.0,2.0,8.0,,
20260618,Halle Open,Grass,A,R64,Shelton B.,Quinn E.,5.0,66.0,6-4 5-7 6-4,,,16.0,8.0,3.0,8.0,87.0,99.0,63.0,64.0,49.0,45.0,13.0,19.0,,,4.0,11.0,6.0,14.0,,
20260618,Halle Open,Grass,A,R64,Zverev A.,Hanfmann Y.,3.0,59.0,6-3 7-6,,,9.0,10.0,1.0,1.0,59.0,56.0,44.0,39.0,41.0,35.0,9.0,8.0,,,0.0,1.0,0.0,2.0,,
20260618,Queen's Club Championships,Grass,A,R64,Davidovich Fokina A.,Moutet C.,22.0,36.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260618,Queen's Club Championships,Grass,A,R64,Hijikata R.,Lehecka J.,104.0,12.0,4-6 7-5 7-6,,,9.0,10.0,1.0,1.0,115.0,102.0,73.0,63.0,50.0,49.0,21.0,16.0,,,5.0,3.0,8.0,6.0,,
20260618,Queen's Club Championships,Grass,A,R64,Paul T.,Van De Zandschulp B.,28.0,56.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260619,Halle Open,Grass,A,QF,Altmaier D.,Medvedev D.,81.0,7.0,6-4 6-7 6-4,,,15.0,5.0,7.0,4.0,125.0,95.0,75.0,59.0,57.0,40.0,22.0,23.0,,,5.0,2.0,6.0,5.0,1099.0,1093.0
20260619,Halle Open,Grass,A,QF,Fritz T.,Shelton B.,9.0,5.0,6-7 7-6 7-6,,,24.0,15.0,1.0,5.0,120.0,123.0,93.0,81.0,74.0,62.0,17.0,26.0,,,4.0,0.0,4.0,0.0,2832.0,2973.0
20260619,Halle Open,Grass,A,QF,Tiafoe F.,Auger-Aliassime F.,26.0,4.0,3-6 6-3 7-6,,,5.0,25.0,3.0,3.0,109.0,101.0,73.0,70.0,51.0,57.0,22.0,12.0,,,7.0,3.0,9.0,5.0,2846.0,2073.0
20260619,Halle Open,Grass,A,QF,Zverev A.,Collignon R.,3.0,51.0,7-6 7-6,,,14.0,14.0,0.0,5.0,80.0,91.0,61.0,66.0,50.0,53.0,15.0,12.0,,,1.0,2.0,1.0,2.0,1980.0,825.0
20260619,Queen's Club Championships,Grass,A,QF,Cerundolo F.,Fery A.,27.0,140.0,7-6 3-6 6-4,,,2.0,1.0,8.0,1.0,117.0,100.0,61.0,61.0,41.0,35.0,26.0,22.0,,,15.0,7.0,20.0,12.0,1104.0,8174.0
20260619,Queen's Club Championships,Grass,A,QF,Humbert U.,Hijikata R.,33.0,104.0,6-1 6-2,,,11.0,1.0,1.0,1.0,51.0,43.0,37.0,28.0,28.0,16.0,8.0,5.0,,,3.0,5.0,3.0,9.0,1105.0,3317.0
20260619,Queen's Club Championships,Grass,A,QF,Nakashima B.,De Minaur A.,32.0,6.0,7-5 6-3,,,7.0,3.0,0.0,1.0,71.0,52.0,45.0,30.0,33.0,23.0,17.0,13.0,,,2.0,0.0,2.0,2.0,2838.0,1106.0
20260619,Queen's Club Championships,Grass,A,QF,Paul T.,Davidovich Fokina A.,28.0,22.0,6-3 7-6,,,8.0,2.0,2.0,0.0,70.0,56.0,41.0,39.0,34.0,30.0,16.0,10.0,,,2.0,0.0,2.0,1.0,1894.0,2842.0
20260619,Queen's Club Championships,Grass,A,R64,Humbert U.,Medjedovic H.,33.0,67.0,2-6 7-6 7-6,,,16.0,14.0,5.0,1.0,106.0,102.0,56.0,75.0,49.0,64.0,26.0,14.0,,,7.0,1.0,9.0,1.0,1105.0,2677.0
20260620,Halle Open,Grass,A,SF,Fritz T.,Zverev A.,9.0,3.0,6-7 6-4 7-5,,,19.0,11.0,2.0,2.0,98.0,95.0,67.0,59.0,57.0,49.0,17.0,17.0,,,1.0,3.0,2.0,6.0,2832.0,1980.0
20260620,Halle Open,Grass,A,SF,Tiafoe F.,Altmaier D.,26.0,81.0,6-1 6-3,,,3.0,5.0,1.0,3.0,52.0,53.0,34.0,31.0,25.0,20.0,12.0,9.0,,,1.0,0.0,1.0,4.0,2846.0,1099.0
20260620,Queen's Club Championships,Grass,A,SF,Cerundolo F.,Nakashima B.,27.0,32.0,6-7 6-3 6-4,,,9.0,3.0,8.0,3.0,115.0,99.0,56.0,63.0,40.0,44.0,26.0,13.0,,,1.0,4.0,5.0,10.0,1104.0,2838.0
20260620,Queen's Club Championships,Grass,A,SF,Paul T.,Humbert U.,28.0,33.0,6-3 6-3,,,3.0,2.0,0.0,2.0,53.0,56.0,32.0,35.0,24.0,23.0,11.0,9.0,,,1.0,2.0,2.0,6.0,1894.0,1105.0
20260621,Halle Open,Grass,A,F,Tiafoe F.,Fritz T.,26.0,9.0,6-4 6-4,,,8.0,12.0,1.0,0.0,47.0,58.0,35.0,44.0,32.0,33.0,8.0,7.0,,,0.0,5.0,0.0,7.0,2846.0,2832.0
20260621,Mallorca Championships,Grass,A,R128,Borges N.,Mannarino A.,53.0,40.0,6-2 6-2,,,4.0,1.0,0.0,1.0,47.0,66.0,41.0,38.0,27.0,16.0,5.0,15.0,,,4.0,6.0,5.0,11.0,358.0,438.0
20260621,Mallorca Championships,Grass,A,R128,Hanfmann Y.,Vallejo D.,55.0,73.0,7-6 7-6,,,4.0,6.0,5.0,2.0,75.0,84.0,46.0,56.0,34.0,43.0,17.0,10.0,,,1.0,5.0,3.0,7.0,1764.0,9217.0
20260621,Mallorca Championships,Grass,A,R128,Sonego L.,Navone M.,72.0,38.0,7-6 2-6 6-4,,,6.0,3.0,1.0,4.0,109.0,89.0,65.0,63.0,51.0,48.0,20.0,15.0,,,9.0,1.0,11.0,2.0,2843.0,949.0
20260621,Queen's Club Championships,Grass,A,F,Cerundolo F.,Paul T.,27.0,28.0,6-7 6-4 6-3,,,1.0,5.0,2.0,3.0,126.0,105.0,75.0,57.0,50.0,40.0,25.0,24.0,,,8.0,8.0,10.0,12.0,1104.0,1894.0
20260622,Eastbourne International,Grass,A,R128,Bergs Z.,Munar J.,48.0,44.0,6-2 6-4,,,6.0,7.0,2.0,2.0,55.0,67.0,33.0,39.0,27.0,26.0,11.0,12.0,,,1.0,3.0,1.0,6.0,1064.0,2083.0
20260622,Eastbourne International,Grass,A,R128,Cerundolo J.M.,Collignon R.,45.0,43.0,6-4 4-6 7-6,,,7.0,12.0,5.0,8.0,100.0,96.0,56.0,67.0,47.0,54.0,25.0,14.0,,,1.0,4.0,2.0,5.0,388.0,825.0
20260622,Eastbourne International,Grass,A,R128,Choinski J.,Popyrin A.,106.0,100.0,1-6 6-2 6-2,,,9.0,13.0,1.0,4.0,72.0,69.0,46.0,39.0,35.0,29.0,10.0,11.0,,,8.0,4.0,10.0,8.0,5979.0,1926.0
20260622,Eastbourne International,Grass,A,R128,Diallo G.,Atmane T.,91.0,50.0,6-7 6-4 7-5,,,12.0,11.0,3.0,1.0,108.0,107.0,75.0,74.0,61.0,55.0,17.0,14.0,,,5.0,4.0,6.0,7.0,9909.0,13091.0
20260622,Eastbourne International,Grass,A,R128,Draper J.,Giron M.,160.0,86.0,6-4 7-6,,,6.0,4.0,0.0,4.0,59.0,72.0,42.0,50.0,32.0,35.0,12.0,12.0,,,0.0,2.0,1.0,4.0,7011.0,1766.0
20260622,Eastbourne International,Grass,A,R128,Pinnington Jones J.,Trungelliti M.,145.0,94.0,5-7 6-3 7-5,,,7.0,0.0,6.0,6.0,126.0,110.0,78.0,66.0,57.0,43.0,16.0,20.0,,,12.0,7.0,16.0,12.0,1858.0,395.0
20260622,Mallorca Championships,Grass,A,R128,Kecmanovic M.,Ghibaudo A.,51.0,303.0,2-6 6-3 7-6,,,6.0,8.0,3.0,8.0,91.0,105.0,58.0,58.0,44.0,45.0,18.0,22.0,,,1.0,6.0,3.0,7.0,2848.0,9234.0
20260622,Mallorca Championships,Grass,A,R128,Marozsan F.,Molcan A.,62.0,102.0,2-6 7-6 7-6,,,9.0,8.0,5.0,1.0,120.0,100.0,80.0,78.0,61.0,60.0,20.0,17.0,,,9.0,1.0,11.0,1.0,10148.0,436.0
20260622,Mallorca Championships,Grass,A,R128,Quinn E.,Royer V.,63.0,75.0,6-4 6-3,,,2.0,4.0,3.0,2.0,50.0,56.0,34.0,27.0,28.0,23.0,8.0,9.0,,,0.0,5.0,1.0,9.0,9225.0,954.0
20260622,Mallorca Championships,Grass,A,R128,Shelbayh A.,Moutet C.,299.0,36.0,7-5 6-4,,,1.0,6.0,3.0,3.0,62.0,74.0,38.0,39.0,25.0,28.0,14.0,14.0,,,0.0,8.0,2.0,12.0,9219.0,2674.0
20260622,Mallorca Championships,Grass,A,R128,Struff J.L.,Landaluce M.,77.0,58.0,6-3 1-6 7-5,,,10.0,18.0,4.0,5.0,88.0,82.0,53.0,52.0,44.0,41.0,14.0,14.0,,,4.0,3.0,6.0,5.0,2831.0,39864.0
20260622,Mallorca Championships,Grass,A,R128,Walton A.,Kyrgios N.,92.0,900.0,6-3 6-4,,,10.0,10.0,1.0,3.0,55.0,68.0,32.0,51.0,28.0,34.0,15.0,7.0,,,6.0,6.0,6.0,8.0,10070.0,2984.0
20260623,Eastbourne International,Grass,A,R128,Altmaier D.,Kovacevic A.,59.0,70.0,6-4 7-6,,,16.0,11.0,0.0,2.0,64.0,73.0,47.0,42.0,38.0,32.0,11.0,18.0,,,0.0,3.0,0.0,4.0,1099.0,2978.0
20260623,Eastbourne International,Grass,A,R128,Brooksby J.,Vukic A.,67.0,103.0,7-5 6-1,,,2.0,3.0,1.0,2.0,60.0,59.0,40.0,31.0,28.0,15.0,11.0,13.0,,,2.0,5.0,4.0,10.0,2169.0,360.0
20260623,Eastbourne International,Grass,A,R128,Fery A.,Burruchaga R.,118.0,66.0,6-2 4-6 7-5,,,6.0,2.0,4.0,5.0,85.0,100.0,49.0,73.0,34.0,49.0,24.0,11.0,,,4.0,3.0,6.0,7.0,8174.0,9596.0
