tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced,winner_player_key,loser_player_key
20260104,Brisbane International,Hard,A,R128,Tiafoe F.,Vukic A.,30.0,87.0,6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
20260104,Brisbane International,Hard,A,R128,Tien L.,Ugo Carabelli C.,26.0,48.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Halys Q.,Popyrin A.,91.0,50.0,5-7 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Korda S.,Vacherot V.,46.0,31.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Lehecka J.,Machac T.,19.0,35.0,6-4 6-7 6-2,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Majchrzak K.,Altmaier D.,59.0,44.0,7-6 6-0,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Medvedev D.,Fucsovics M.,13.0,54.0,6-2 6-3,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Michelsen A.,Duckworth J.,37.0,86.0,6-7 7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260105,Brisbane International,Hard,A,R128,Opelka R.,Sweeny D.,60.0,183.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,,,
20260105,Hong Kong Tennis Open,Hard,A,R128,Borges N.,Dzumhur D.,45.0,65.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260105,Hong Kong Tennis Open,Hard,A,R128,Cilic M.,Mannarino A.,70.0,68.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260105,Hong Kong Tennis Open,Hard,A,R128,Wu Y.,Marozsan F.,179.0,53.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Collignon R.,Shapovalov D.,84.0,23.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Dimitrov G.,Carreno Busta P.,47.0,92.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Hijikata R.,Walton A.,111.0,77.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Kovacevic A.,Kyrgios N.,58.0,670.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Mpetshi G.,Paul T.,67.0,20.0,7-6 3-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Nakashima B.,Davidovich Fokina A.,33.0,14.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260106,Brisbane International,Hard,A,R128,Norrie C.,Humbert U.,28.0,36.0,1-6 7-6 7-5,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Diallo G.,De Jong J.,40.0,71.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Etcheverry T.,Royer V.,57.0,56.0,6-4 7-5,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Giron M.,Djere L.,64.0,95.0,6-2 6-0,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Mmoh M.,Tabilo A.,285.0,81.0,7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Muller A.,Kecmanovic M.,52.0,51.0,7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Shang J.,Comesana F.,406.0,66.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Sonego L.,Sakamoto R.,39.0,200.0,6-2 7-6,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Van De Zandschulp B.,Struff J.L.,75.0,82.0,6-3 1-6 6-1,,,,,,,,,,,,,,,,,,,,,,
20260106,Hong Kong Tennis Open,Hard,A,R128,Wong C.,Navone M.,150.0,72.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,,,
20260107,Brisbane International,Hard,A,R64,Korda S.,Lehecka J.,46.0,19.0,6-3 1-2,,,,,,,,,,,,,,,,,,,,,,
20260107,Brisbane International,Hard,A,R64,Majchrzak K.,Opelka R.,59.0,60.0,6-7 7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260107,Brisbane International,Hard,A,R64,Medvedev D.,Tiafoe F.,13.0,30.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260107,Brisbane International,Hard,A,R64,Michelsen A.,Tien L.,37.0,26.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260107,Hong Kong Tennis Open,Hard,A,R64,Borges N.,Cilic M.,45.0,70.0,7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260107,Hong Kong Tennis Open,Hard,A,R64,Musetti L.,Etcheverry T.,7.0,57.0,6-7 6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
20260107,Hong Kong Tennis Open,Hard,A,R64,Rublev A.,Wu Y.,16.0,179.0,3-6 6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
20260107,Hong Kong Tennis Open,Hard,A,R64,Wong C.,Diallo G.,150.0,40.0,1-6 7-5 7-5,,,,,,,,,,,,,,,,,,,,,,
20260108,Brisbane International,Hard,A,R64,Collignon R.,Dimitrov G.,84.0,47.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260108,Brisbane International,Hard,A,R64,Kovacevic A.,Norrie C.,58.0,28.0,7-6 4-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260108,Brisbane International,Hard,A,R64,Mpetshi G.,Hijikata R.,67.0,111.0,4-6 7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260108,Brisbane International,Hard,A,R64,Nakashima B.,Halys Q.,33.0,91.0,6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
20260108,Hong Kong Tennis Open,Hard,A,R64,Bublik A.,Van De Zandschulp B.,11.0,75.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260108,Hong Kong Tennis Open,Hard,A,R64,Giron M.,Muller A.,64.0,52.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260108,Hong Kong Tennis Open,Hard,A,R64,Mmoh M.,Khachanov K.,285.0,17.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260108,Hong Kong Tennis Open,Hard,A,R64,Shang J.,Sonego L.,406.0,39.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260109,Brisbane International,Hard,A,QF,Kovacevic A.,Mpetshi G.,58.0,67.0,7-6 4-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260109,Brisbane International,Hard,A,QF,Medvedev D.,Majchrzak K.,13.0,59.0,6-7 6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260109,Brisbane International,Hard,A,QF,Michelsen A.,Korda S.,37.0,46.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260109,Brisbane International,Hard,A,QF,Nakashima B.,Collignon R.,33.0,84.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260109,Hong Kong Tennis Open,Hard,A,QF,Bublik A.,Shang J.,11.0,406.0,6-1 7-6,,,,,,,,,,,,,,,,,,,,,,
20260109,Hong Kong Tennis Open,Hard,A,QF,Giron M.,Mmoh M.,64.0,285.0,6-3 1-0,,,,,,,,,,,,,,,,,,,,,,
20260109,Hong Kong Tennis Open,Hard,A,QF,Musetti L.,Wong C.,7.0,150.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260109,Hong Kong Tennis Open,Hard,A,QF,Rublev A.,Borges N.,16.0,45.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260110,Brisbane International,Hard,A,SF,Medvedev D.,Michelsen A.,13.0,37.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260110,Brisbane International,Hard,A,SF,Nakashima B.,Kovacevic A.,33.0,58.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260110,Hong Kong Tennis Open,Hard,A,SF,Bublik A.,Giron M.,11.0,64.0,3-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260110,Hong Kong Tennis Open,Hard,A,SF,Musetti L.,Rublev A.,7.0,16.0,6-7 7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260111,ASB Classic,Hard,A,R128,Spizzirri E.,Mannarino A.,89.0,69.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260111,Brisbane International,Hard,A,F,Medvedev D.,Nakashima B.,13.0,33.0,6-2 7-6,,,,,,,,,,,,,,,,,,,,,,
20260111,Hong Kong Tennis Open,Hard,A,F,Bublik A.,Musetti L.,11.0,7.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Baez S.,Nava E.,39.0,88.0,4-6 7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Brooksby J.,Watt J.,48.0,643.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Comesana F.,Royer V.,68.0,57.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Michelsen A.,Navone M.,37.0,74.0,2-6 6-2 7-5,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Norrie C.,Gaston H.,28.0,94.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260112,ASB Classic,Hard,A,R128,Tabilo A.,Ugo Carabelli C.,81.0,47.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260112,Adelaide International,Hard,A,R128,Humbert U.,Atmane T.,36.0,64.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260112,Adelaide International,Hard,A,R128,Kokkinakis T.,Korda S.,670.0,51.0,3-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260112,Adelaide International,Hard,A,R128,Munar J.,Altmaier D.,38.0,44.0,6-3 6-0,,,,,,,,,,,,,,,,,,,,,,
20260112,Adelaide International,Hard,A,R128,Opelka R.,Popyrin A.,62.0,49.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260112,Adelaide International,Hard,A,R128,Vacherot V.,Kecmanovic M.,32.0,59.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R128,Borges N.,Etcheverry T.,46.0,61.0,7-5 3-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R128,Giron M.,Muller A.,60.0,50.0,6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R128,Marozsan F.,Monfils G.,52.0,110.0,5-7 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R128,Medjedovic H.,Kovacevic A.,96.0,54.0,6-4 3-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R128,Mpetshi G.,Bautista Agut R.,63.0,90.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R64,Giron M.,Michelsen A.,60.0,37.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,ASB Classic,Hard,A,R64,Shelton B.,Comesana F.,8.0,68.0,7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Fucsovics M.,Quinn E.,55.0,78.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Halys Q.,Fearnley J.,85.0,77.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Hijikata R.,Schoolkate T.,115.0,97.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Machac T.,Duckworth J.,35.0,86.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Shevchenko A.,Dzumhur D.,104.0,66.0,4-6 6-4 7-5,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Vavassori A.,Diallo G.,336.0,41.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260113,Adelaide International,Hard,A,R128,Vukic A.,Tsitsipas S.,87.0,33.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,QF,Giron M.,Darderi L.,60.0,24.0,1-6 7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Baez S.,Brooksby J.,39.0,48.0,7-5 6-0,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Darderi L.,Tabilo A.,24.0,81.0,1-6 7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Marozsan F.,Ruud C.,52.0,13.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Mensik J.,Medjedovic H.,18.0,96.0,6-1 3-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Mpetshi G.,Norrie C.,63.0,28.0,4-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260114,ASB Classic,Hard,A,R64,Spizzirri E.,Borges N.,89.0,46.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Davidovich Fokina A.,Hijikata R.,15.0,115.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Humbert U.,Griekspoor T.,36.0,25.0,6-4 6-1,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Machac T.,Halys Q.,35.0,85.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Munar J.,Cerundolo F.,38.0,20.0,3-6 7-5 6-4,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Paul T.,Opelka R.,21.0,62.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Shevchenko A.,Fucsovics M.,104.0,55.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Vacherot V.,Kokkinakis T.,32.0,670.0,,,,,,,,,,,,,,,,,,,,,,,
20260114,Adelaide International,Hard,A,R64,Vukic A.,Vavassori A.,87.0,336.0,6-2 7-6,,,,,,,,,,,,,,,,,,,,,,
20260115,ASB Classic,Hard,A,QF,Baez S.,Shelton B.,39.0,8.0,7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260115,ASB Classic,Hard,A,QF,Marozsan F.,Spizzirri E.,52.0,89.0,6-4 2-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260115,ASB Classic,Hard,A,QF,Mensik J.,Mpetshi G.,18.0,63.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260115,Adelaide International,Hard,A,QF,Davidovich Fokina A.,Vacherot V.,15.0,32.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260115,Adelaide International,Hard,A,QF,Humbert U.,Shevchenko A.,36.0,104.0,6-0 6-3,,,,,,,,,,,,,,,,,,,,,,
20260115,Adelaide International,Hard,A,QF,Machac T.,Munar J.,35.0,38.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260115,Adelaide International,Hard,A,QF,Paul T.,Vukic A.,21.0,87.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260116,ASB Classic,Hard,A,SF,Baez S.,Giron M.,39.0,60.0,6-1 6-4,,,,,,,,,,,,,,,,,,,,,,
20260116,ASB Classic,Hard,A,SF,Mensik J.,Marozsan F.,18.0,52.0,7-6 4-6 6-1,,,,,,,,,,,,,,,,,,,,,,
20260116,Adelaide International,Hard,A,SF,Humbert U.,Davidovich Fokina A.,36.0,15.0,6-3 5-7 7-6,,,,,,,,,,,,,,,,,,,,,,
20260116,Adelaide International,Hard,A,SF,Machac T.,Paul T.,35.0,21.0,2-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260117,ASB Classic,Hard,A,F,Mensik J.,Baez S.,18.0,39.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,,,
20260117,Adelaide International,Hard,A,F,Machac T.,Humbert U.,35.0,36.0,6-4 6-7 6-2,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Alcaraz C.,Walton A.,1.0,81.0,6-3 7-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Bublik A.,Brooksby J.,10.0,48.0,6-4 6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Cerundolo F.,Zhang Zh.,21.0,368.0,6-3 7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Comesana F.,Kypson P.,68.0,116.0,6-2 6-3 3-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Dzumhur D.,Draxl L.,66.0,145.0,7-5 6-0 6-4,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Etcheverry T.,Kecmanovic M.,62.0,60.0,6-2 3-6 4-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Faria J.,Blockx A.,151.0,96.0,6-3 3-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Fery A.,Cobolli F.,186.0,22.0,7-6 6-4 6-1,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Fucsovics M.,Ugo Carabelli C.,54.0,49.0,7-6 6-1 6-2,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Hanfmann Y.,Svajda Z.,102.0,143.0,7-5 4-6 6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Moutet C.,Schoolkate T.,37.0,98.0,6-4 7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Nava E.,Jacquet K.,89.0,128.0,6-2 7-5 6-7 4-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Norrie C.,Bonzi B.,27.0,106.0,6-0 6-7 4-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Tiafoe F.,Kubler J.,34.0,194.0,7-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Zheng M.,Korda S.,174.0,53.0,6-4 6-4 3-6 6-7 6-3,,,,,,,,,,,,,,,,,,,,,,
20260118,Australian Open,Hard,G,R128,Zverev A.,Diallo G.,3.0,41.0,6-7 6-1 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Borges N.,Auger-Aliassime F.,46.0,8.0,3-6 6-4 6-4 0-0,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Cilic M.,Altmaier D.,70.0,44.0,6-0 6-0 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Davidovich Fokina A.,Misolic F.,14.0,84.0,6-2 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,De Minaur A.,McDonald M.,6.0,113.0,6-2 6-2 6-3,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Djokovic N.,Martinez P.,4.0,71.0,6-3 6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Gea A.,Lehecka J.,198.0,19.0,7-5 7-6 7-5,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Halys Q.,Tabilo A.,83.0,79.0,6-2 6-2 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Hijikata R.,Mannarino A.,114.0,69.0,6-3 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Maestrelli F.,Atmane T.,141.0,64.0,6-4 3-6 6-7 6-1 6-1,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Majchrzak K.,Fearnley J.,59.0,77.0,7-6 7-5 3-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Marozsan F.,Rinderknech A.,47.0,28.0,6-3 6-4 6-7 6-4,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Medjedovic H.,Navone M.,90.0,74.0,6-2 6-7 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Medvedev D.,De Jong J.,12.0,73.0,7-5 6-2 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Muller A.,Popyrin A.,52.0,50.0,2-6 6-3 3-6 7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Munar J.,Svrcina D.,39.0,95.0,3-6 6-2 6-7 7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Opelka R.,Budkov Kjaer N.,63.0,135.0,6-4 6-3 6-4,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Paul T.,Kovacevic A.,20.0,56.0,6-4 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Rublev A.,Arnaldi M.,15.0,65.0,6-4 6-2 6-3,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Ruud C.,Bellucci M.,13.0,76.0,6-1 6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Shang J.,Bautista Agut R.,318.0,91.0,6-4 6-7 6-4 6-0,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Shapovalov D.,Bu Y.,23.0,120.0,6-3 7-6 6-1,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Shevchenko A.,Ymer E.,97.0,175.0,3-6 7-5 6-4 6-1,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Thompson J.,Cerundolo J.M.,111.0,87.0,6-7 7-5 6-1 6-1,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Tien L.,Giron M.,29.0,51.0,7-6 4-6 3-6 7-6 6-2,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Tirante T.A.,Vukic A.,103.0,78.0,7-5 6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Vacherot V.,Damm M.,31.0,177.0,6-4 6-4 6-4,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Van De Zandschulp B.,Nakashima B.,75.0,30.0,6-3 4-6 7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260119,Australian Open,Hard,G,R128,Wawrinka S.,Djere L.,139.0,92.0,5-7 6-3 6-4 7-6,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Baez S.,Mpetshi G.,36.0,61.0,6-4 6-4 3-6 5-7 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Basavareddy N.,O Connell C.,242.0,118.0,4-6 7-6 6-7 6-2 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Darderi L.,Garin C.,25.0,82.0,7-6 7-5 7-6,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Duckworth J.,Prizmic D.,88.0,127.0,7-6 3-6 1-6 7-5 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Fritz T.,Royer V.,9.0,58.0,7-6 5-7 6-1 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Hurkacz H.,Bergs Z.,55.0,43.0,6-7 7-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Jodar R.,Sakamoto R.,150.0,203.0,7-6 6-1 5-7 4-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Khachanov K.,Michelsen A.,18.0,38.0,4-6 6-4 6-3 5-7 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Kopriva V.,Struff J.L.,101.0,86.0,4-6 6-2 2-6 6-3 6-1,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Machac T.,Dimitrov G.,24.0,45.0,6-4 6-4 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Mensik J.,Carreno Busta P.,17.0,94.0,7-5 4-6 2-6 7-6 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Musetti L.,Collignon R.,5.0,72.0,4-6 7-6 7-5 3-2,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Quinn E.,Griekspoor T.,80.0,26.0,6-2 6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Shelton B.,Humbert U.,7.0,33.0,6-3 7-6 7-6,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Sinner J.,Gaston H.,2.0,93.0,6-2 6-1,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Sonego L.,Taberner C.,40.0,99.0,6-4 6-0 6-3,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Spizzirri E.,Fonseca J.,85.0,32.0,6-4 2-6 6-1 6-2,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Sweeny D.,Monfils G.,182.0,110.0,6-7 7-5 6-4 7-5,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Tsitsipas S.,Mochizuki S.,35.0,112.0,4-6 6-3 6-2 6-2,,,,,,,,,,,,,,,,,,,,,,
20260120,Australian Open,Hard,G,R128,Wu Y.,Nardi L.,168.0,108.0,7-5 4-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,,,
20260121,Australian Open,Hard,G,R64,Alcaraz C.,Hanfmann Y.,1.0,102.0,7-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,,,
20260121,Australian Open,Hard,G,R64,Borges N.,Thompson J.,46.0,111.0,6-7 6-3 6-2 6-4,,,,,,,,,,,,,,,,,,,,,,
