fighter,division,sample,head_landed_per_min,head_accuracy,head_absorbed_per_min,head_accuracy_allowed,body_landed_per_min,body_accuracy,body_absorbed_per_min,body_accuracy_allowed,leg_landed_per_min,leg_accuracy,leg_absorbed_per_min,leg_accuracy_allowed,distance_landed_per_min,distance_accuracy,distance_absorbed_per_min,distance_accuracy_allowed,clinch_landed_per_min,clinch_accuracy,clinch_absorbed_per_min,clinch_accuracy_allowed,ground_landed_per_min,ground_accuracy,ground_absorbed_per_min,ground_accuracy_allowed,power_kd_per100_sig,kd_absorbed_per100_sig,close_landed_per_min,close_accuracy,close_absorbed_per_min,close_accuracy_allowed,data_completeness,head_landed_per_min_pct,head_accuracy_pct,head_absorbed_per_min_pct,head_accuracy_allowed_pct,body_landed_per_min_pct,body_accuracy_pct,body_absorbed_per_min_pct,body_accuracy_allowed_pct,leg_landed_per_min_pct,leg_accuracy_pct,leg_absorbed_per_min_pct,leg_accuracy_allowed_pct,distance_landed_per_min_pct,distance_accuracy_pct,distance_absorbed_per_min_pct,distance_accuracy_allowed_pct,close_landed_per_min_pct,close_accuracy_pct,close_absorbed_per_min_pct,close_accuracy_allowed_pct,power_kd_per100_sig_pct,kd_absorbed_per100_sig_pct,head_attack_score,head_defense_score,body_attack_score,body_defense_score,leg_attack_score,leg_defense_score,distance_attack_score,distance_defense_score,close_attack_score,close_defense_score,power_score,knockdown_resistance_score
Lucas Rocha,Men’s Flyweight,2,4.099099099099099,0.4212962962962963,2.8378378378378377,0.3539325842696629,1.6216216216216217,0.8,0.40540540540540543,0.8181818181818182,0.22522522522522523,0.8333333333333334,0.3153153153153153,0.7777777777777778,5.225225225225225,0.47540983606557374,2.927927927927928,0.3651685393258427,0.5405405405405406,0.7058823529411765,0.04504504504504505,0.25,0.1801801801801802,0.6666666666666666,0.5855855855855856,0.8125,0.0,0.0,0.7207207207207208,0.6956521739130435,0.6306306306306306,0.7,1.0,96.22641509433963,75.47169811320755,30.188679245283023,64.15094339622641,96.22641509433963,94.33962264150944,86.79245283018868,7.547169811320753,9.433962264150944,62.264150943396224,81.13207547169812,64.15094339622641,96.22641509433963,79.24528301886792,49.056603773584904,77.35849056603774,60.37735849056604,50.96153846153846,49.056603773584904,50.96153846153846,16.9811320754717,82.07547169811322,85.84905660377359,47.16981132075472,95.28301886792454,47.16981132075472,35.84905660377358,72.64150943396226,87.73584905660377,63.20754716981132,55.66944847605225,50.00907111756168,16.9811320754717,82.07547169811322
Alibi Idiris,Men’s Flyweight,2,1.3439306358381502,0.3333333333333333,1.560693641618497,0.3050847457627119,0.7803468208092486,0.75,1.0404624277456647,0.7272727272727273,0.3901734104046243,0.6428571428571429,0.04335260115606936,0.5,1.907514450867052,0.39285714285714285,1.9508670520231215,0.3435114503816794,0.3468208092485549,0.6666666666666666,0.6069364161849711,0.7777777777777778,0.26011560693641617,0.8571428571428571,0.08670520231213873,0.5,0.0,0.0,0.6069364161849711,0.7368421052631579,0.6936416184971098,0.7272727272727273,1.0,20.754716981132077,30.18867924528302,79.24528301886792,83.01886792452831,62.264150943396224,84.90566037735849,26.415094339622637,33.96226415094339,30.18867924528302,9.433962264150944,100.0,99.05660377358491,20.754716981132077,30.18867924528302,83.01886792452831,88.67924528301887,47.16981132075472,67.3076923076923,41.50943396226415,31.73076923076923,16.9811320754717,82.07547169811322,25.471698113207548,81.13207547169812,73.58490566037736,30.188679245283012,19.81132075471698,99.52830188679246,25.471698113207548,85.84905660377359,57.23875181422351,36.62010159651669,16.9811320754717,82.07547169811322
Tim Elliott,Men’s Flyweight,8,1.8872870249017037,0.3072,2.634338138925295,0.4281150159744409,0.6192660550458715,0.4772727272727273,0.7765399737876802,0.7452830188679245,1.0222804718217562,0.7761194029850746,0.1965923984272608,0.7692307692307693,2.663826998689384,0.35012919896640826,3.145478374836173,0.45911047345767575,0.44233289646133683,0.8181818181818182,0.38335517693315857,0.78,0.4226736566186107,0.6935483870967742,0.07863695937090433,0.7272727272727273,0.2785515320334262,0.0,0.8650065530799476,0.7521367521367521,0.4619921363040629,0.7704918032786885,1.0,35.84905660377358,18.867924528301888,37.735849056603776,28.30188679245283,41.509433962264154,3.7735849056603774,45.283018867924525,26.415094339622637,88.67924528301887,43.39622641509434,92.45283018867924,67.9245283018868,39.62264150943396,13.20754716981132,43.39622641509434,30.188679245283023,77.35849056603774,71.15384615384616,62.264150943396224,17.30769230769231,41.509433962264154,82.07547169811322,27.358490566037737,33.0188679245283,22.641509433962266,35.84905660377358,66.0377358490566,80.18867924528303,26.41509433962264,36.79245283018868,74.25616835994195,39.78592162554427,41.509433962264154,82.07547169811322
Matt Schnell,Men’s Flyweight,8,3.02834008097166,0.3970276008492569,3.3198380566801617,0.5229591836734694,0.6153846153846154,0.7307692307692307,0.582995951417004,0.7346938775510204,0.38866396761133604,0.8571428571428571,0.5506072874493927,0.85,2.9473684210526314,0.3939393939393939,3.2712550607287447,0.5126903553299492,0.38866396761133604,0.75,0.3724696356275304,0.71875,0.6963562753036437,0.7543859649122807,0.8097165991902834,0.9090909090909091,0.40160642570281124,1.8181818181818181,1.0850202429149798,0.7528089887640449,1.1821862348178138,0.8390804597701149,1.0,83.01886792452831,62.264150943396224,15.09433962264151,7.547169811320753,37.735849056603776,73.58490566037736,67.9245283018868,30.188679245283023,28.30188679245283,70.75471698113208,50.94339622641509,33.96226415094339,45.28301886792453,32.075471698113205,41.50943396226415,18.86792452830188,88.67924528301887,73.07692307692307,5.66037735849056,3.8461538461538574,49.056603773584904,7.547169811320753,72.64150943396227,11.320754716981131,55.660377358490564,49.05660377358491,49.528301886792455,42.45283018867924,38.67924528301887,30.188679245283012,80.87808417997097,4.753265602322209,49.056603773584904,7.547169811320753
Terrance Saeteurn,Men’s Flyweight,1,0.6936416184971098,0.14285714285714285,1.7341040462427746,0.3333333333333333,1.7341040462427746,0.5555555555555556,1.7341040462427746,0.7142857142857143,1.3872832369942196,1.0,0.3468208092485549,1.0,3.121387283236994,0.42857142857142855,2.4277456647398843,0.4375,0.6936416184971098,0.3333333333333333,0.6936416184971098,0.4,0.0,,0.6936416184971098,1.0,0.0,0.0,0.6936416184971098,0.3333333333333333,1.3872832369942196,0.5714285714285714,1.0,5.660377358490567,3.7735849056603774,69.81132075471699,71.69811320754717,98.11320754716981,13.20754716981132,1.8867924528301887,39.62264150943396,98.11320754716981,96.22641509433963,77.35849056603774,4.716981132075471,54.71698113207547,52.83018867924528,73.58490566037736,41.50943396226415,58.490566037735846,3.8461538461538463,3.7735849056603814,88.46153846153845,16.9811320754717,82.07547169811322,4.716981132075472,70.75471698113208,55.660377358490564,20.754716981132074,97.16981132075472,41.03773584905661,53.77358490566037,57.54716981132076,31.168359941944846,46.11756168359942,16.9811320754717,82.07547169811322
Clayton Carpenter,Men’s Flyweight,5,1.551533062430735,0.3888888888888889,2.7705947543405984,0.4370629370629371,0.9974141115626154,0.5625,1.2412264499445882,0.717948717948718,0.8644255633542667,0.8125,0.8200960472848171,0.9024390243902439,2.5267824159586256,0.44015444015444016,4.16697451052826,0.5266106442577031,0.31030661248614705,0.7777777777777778,0.2659770964166974,0.7058823529411765,0.5762837089028444,0.8387096774193549,0.3989656446250462,0.5806451612903226,0.0,0.45871559633027525,0.8865903213889915,0.8163265306122449,0.6649427410417437,0.625,1.0,26.41509433962264,58.490566037735846,33.96226415094339,26.415094339622637,83.01886792452831,15.09433962264151,7.547169811320753,37.735849056603776,84.90566037735849,58.490566037735846,24.528301886792445,15.09433962264151,32.075471698113205,58.490566037735846,13.207547169811317,15.09433962264151,81.13207547169812,92.3076923076923,43.39622641509434,75.0,16.9811320754717,48.11320754716981,42.45283018867924,30.188679245283012,49.05660377358491,22.641509433962263,71.69811320754717,19.811320754716977,45.283018867924525,14.150943396226413,86.71988388969521,59.198113207547166,16.9811320754717,48.11320754716981
Ronaldo Rodriguez,Men’s Flyweight,3,1.9758232596915382,0.3495575221238938,3.051271363067945,0.5374449339207048,0.4751979991663193,0.7037037037037037,0.45018757815756566,0.75,0.8003334722801166,0.8888888888888888,0.5252188411838266,1.0,2.1508962067528135,0.38565022421524664,3.3013755731554815,0.5689655172413793,0.15006252605252188,0.6666666666666666,0.15006252605252188,0.75,0.9503959983326385,0.6666666666666666,0.5752396832013339,0.71875,0.0,1.2422360248447204,1.1004585243851606,0.6666666666666666,0.7253022092538558,0.725,1.0,39.62264150943396,35.84905660377358,22.641509433962266,3.7735849056603814,16.9811320754717,62.264150943396224,79.24528301886792,23.584905660377355,81.13207547169812,81.13207547169812,56.60377358490565,4.716981132075471,24.528301886792452,26.41509433962264,39.62264150943396,5.66037735849056,90.56603773584906,34.61538461538461,37.735849056603776,34.61538461538461,16.9811320754717,18.86792452830188,37.73584905660377,13.207547169811324,39.62264150943396,51.41509433962264,81.13207547169812,30.660377358490564,25.471698113207545,22.641509433962263,62.59071117561684,36.17561683599419,16.9811320754717,18.86792452830188
Kevin Borjas,Men’s Flyweight,6,2.5548726953467953,0.36952380952380953,3.147497805092186,0.40033500837520936,0.5794556628621598,0.676923076923077,1.3037752414398596,0.6827586206896552,0.3555750658472344,0.75,1.2906057945566285,0.8032786885245902,3.252853380158033,0.41029900332225916,5.096575943810359,0.4867924528301887,0.19754170324846357,0.75,0.19754170324846357,0.625,0.03950834064969271,0.75,0.4477611940298507,0.7555555555555555,1.1320754716981132,0.45871559633027525,0.23705004389815626,0.75,0.6453028972783142,0.7101449275362319,1.0,71.69811320754717,43.39622641509434,16.981132075471702,32.07547169811321,28.30188679245283,49.056603773584904,5.66037735849056,56.60377358490565,24.528301886792452,30.18867924528302,3.7735849056603814,47.16981132075472,62.264150943396224,41.509433962264154,5.66037735849056,24.528301886792445,15.09433962264151,69.23076923076923,47.16981132075472,44.23076923076923,77.35849056603774,48.11320754716981,57.54716981132076,24.528301886792455,38.679245283018865,31.13207547169811,27.358490566037737,25.471698113207548,51.88679245283019,15.094339622641503,42.16255442670537,45.70029027576197,77.35849056603774,48.11320754716981
Matheus Nicolau,Men’s Flyweight,8,1.5381408920383493,0.40460526315789475,1.9258024176740307,0.275,0.9879116298457691,0.7669902912621359,0.5752396832013339,0.5287356321839081,0.4001667361400583,0.7111111111111111,0.7628178407669862,0.7922077922077922,2.6010837849103794,0.49760765550239233,2.826177573989162,0.33630952380952384,0.03751563151313047,0.75,0.1625677365568987,0.6842105263157895,0.28761984160066695,0.7666666666666667,0.27511463109629014,0.6666666666666666,1.2820512820512822,1.5325670498084292,0.3251354731137974,0.7647058823529411,0.4376823676531888,0.6730769230769231,1.0,24.528301886792452,67.9245283018868,62.264150943396224,90.56603773584906,81.13207547169812,92.45283018867924,69.81132075471699,84.9056603773585,35.84905660377358,18.867924528301888,32.07547169811321,56.60377358490565,35.84905660377358,88.67924528301887,54.71698113207547,90.56603773584906,20.754716981132077,82.6923076923077,71.69811320754717,63.46153846153845,79.24528301886792,9.433962264150946,46.22641509433962,76.41509433962264,86.79245283018868,77.35849056603774,27.358490566037737,44.339622641509436,62.26415094339623,72.64150943396227,51.723512336719885,67.57982583454282,79.24528301886792,9.433962264150946
Felipe Bunes,Men’s Flyweight,4,2.164328657314629,0.4,3.1022044088176353,0.46402877697841727,0.5050100200400801,0.5675675675675675,0.9859719438877755,0.6833333333333333,0.5050100200400801,0.875,0.48096192384769537,0.8695652173913043,3.0781563126252505,0.45714285714285713,3.751503006012024,0.4936708860759494,0.09619238476953908,0.6666666666666666,0.26452905811623245,0.7333333333333333,0.0,,0.5531062124248497,0.7666666666666667,0.0,0.5263157894736842,0.09619238476953908,0.6666666666666666,0.8176352705410821,0.7555555555555555,1.0,49.056603773584904,64.15094339622641,18.86792452830188,20.754716981132074,18.867924528301888,16.9811320754717,28.30188679245283,54.71698113207547,50.943396226415096,78.30188679245283,64.15094339622641,26.415094339622637,50.943396226415096,67.9245283018868,26.415094339622637,22.641509433962266,7.547169811320755,34.61538461538461,32.07547169811321,21.15384615384615,16.9811320754717,37.735849056603776,56.60377358490565,19.811320754716977,17.924528301886795,41.50943396226415,64.62264150943396,45.283018867924525,59.43396226415095,24.528301886792452,21.081277213352685,26.614658925979683,16.9811320754717,37.735849056603776
Azat Maksum,Men’s Flyweight,4,1.8666666666666667,0.21705426356589147,2.2,0.3482849604221636,0.65,0.6,0.95,0.7125,0.23333333333333334,0.7777777777777778,1.1,0.8461538461538461,2.4,0.25668449197860965,3.8666666666666667,0.45849802371541504,0.3333333333333333,0.5405405405405406,0.3333333333333333,0.7407407407407407,0.016666666666666666,1.0,0.05,0.75,0.6060606060606061,0.0,0.35,0.5526315789473685,0.38333333333333336,0.7419354838709677,1.0,33.9622641509434,5.660377358490567,52.83018867924528,66.0377358490566,47.16981132075472,24.528301886792452,30.188679245283023,41.50943396226415,11.320754716981133,46.22641509433962,7.547169811320753,37.735849056603776,30.18867924528302,3.7735849056603774,24.528301886792445,32.07547169811321,24.528301886792452,13.461538461538462,75.47169811320755,28.846153846153857,60.37735849056604,82.07547169811322,19.81132075471698,59.43396226415094,35.84905660377358,35.84905660377358,28.77358490566038,22.641509433962263,16.9811320754717,28.301886792452827,18.994920174165458,52.1589259796807,60.37735849056604,82.07547169811322
Daniel Barez,Men’s Flyweight,4,3.0526692941597995,0.37270341207349084,4.879971336438553,0.43907156673114117,1.1393765675385168,0.8548387096774194,1.4403439627373702,0.6504854368932039,0.773916159082766,0.8571428571428571,1.1823719097097816,0.7971014492753623,4.707989967753494,0.4689507494646681,6.771766391974203,0.48536209553158705,0.12898602651379434,0.75,0.6879254747402365,0.8421052631578947,0.12898602651379434,0.6,0.04299534217126478,1.0,0.8658008658008658,0.0,0.2579720530275887,0.6666666666666666,0.7309208169115012,0.85,1.0,86.79245283018868,45.28301886792453,1.8867924528301887,24.528301886792445,86.79245283018868,98.11320754716981,3.7735849056603814,66.0377358490566,73.58490566037736,70.75471698113208,5.66037735849056,52.83018867924528,94.33962264150944,73.58490566037736,1.8867924528301887,26.415094339622637,16.9811320754717,34.61538461538461,35.84905660377358,1.9230769230769231,69.81132075471697,82.07547169811322,66.0377358490566,13.207547169811317,92.45283018867924,34.905660377358494,72.16981132075472,29.245283018867923,83.9622641509434,14.150943396226413,25.798258345428156,18.88606676342525,69.81132075471697,82.07547169811322
DongHun Choi,Men’s Flyweight,1,2.3076923076923075,0.5,0.0,0.0,0.7692307692307692,0.6666666666666666,0.0,0.0,1.5384615384615383,1.0,0.7692307692307692,0.5,4.615384615384615,0.7058823529411765,0.7692307692307692,0.08695652173913043,0.0,0.0,0.0,,0.0,0.0,0.0,,8.333333333333334,0.0,0.0,0.0,0.0,,1.0,56.60377358490566,94.33962264150944,100.0,100.0,60.37735849056604,47.16981132075472,100.0,100.0,100.0,96.22641509433963,28.30188679245283,99.05660377358491,92.45283018867924,100.0,100.0,100.0,2.8301886792452833,1.9230769230769231,99.05660377358491,,100.0,82.07547169811322,75.47169811320755,100.0,53.77358490566038,100.0,98.11320754716982,63.67924528301887,96.22641509433961,100.0,2.376632801161103,99.05660377358491,100.0,82.07547169811322
Carlos Hernandez,Men’s Flyweight,7,2.5418994413407825,0.37995824634655534,1.9413407821229052,0.36772486772486773,0.6145251396648045,0.7457627118644068,1.2150837988826817,0.8446601941747572,0.4050279329608939,0.90625,0.3491620111731844,0.8928571428571429,2.7374301675977657,0.40081799591002043,2.611731843575419,0.4495192307692308,0.6284916201117319,0.6818181818181818,0.32122905027932963,0.6571428571428571,0.19553072625698326,0.9333333333333333,0.5726256983240224,0.7068965517241379,0.0,0.796812749003984,0.8240223463687152,0.7283950617283951,0.893854748603352,0.6881720430107527,1.0,69.81132075471697,49.056603773584904,58.490566037735846,52.83018867924528,35.84905660377358,83.01886792452831,9.433962264150946,3.7735849056603814,37.735849056603776,84.90566037735849,75.47169811320755,17.92452830188679,41.509433962264154,33.9622641509434,67.9245283018868,35.84905660377358,75.47169811320755,61.53846153846154,24.528301886792445,58.653846153846146,16.9811320754717,26.415094339622637,59.433962264150935,55.660377358490564,59.43396226415095,6.603773584905664,61.32075471698113,46.69811320754717,37.735849056603776,51.88679245283019,68.50507982583454,41.5910740203193,16.9811320754717,26.415094339622637
Cody Durden,Men’s Flyweight,8,2.665263157894737,0.34477124183006536,3.486315789473684,0.4473257698541329,0.32842105263157895,0.6341463414634146,0.72,0.5277777777777778,0.391578947368421,0.775,0.8210526315789474,0.7831325301204819,3.2084210526315786,0.37797619047619047,4.08,0.4523809523809524,0.07578947368421052,0.6666666666666666,0.4294736842105263,0.8095238095238095,0.10105263157894737,0.6666666666666666,0.5178947368421052,0.7884615384615384,0.0,0.5025125628140703,0.17684210526315788,0.6666666666666666,0.9473684210526315,0.7978723404255319,1.0,75.47169811320755,33.9622641509434,11.320754716981124,22.641509433962266,5.660377358490567,30.18867924528302,52.83018867924528,86.79245283018868,32.075471698113205,41.509433962264154,22.641509433962266,62.264150943396224,56.60377358490566,22.641509433962266,18.86792452830188,33.96226415094339,13.20754716981132,34.61538461538461,16.981132075471702,7.692307692307697,16.9811320754717,39.62264150943396,54.716981132075475,16.981132075471695,17.92452830188679,69.81132075471697,36.79245283018868,42.45283018867924,39.62264150943396,26.415094339622634,23.911465892597967,12.3367198838897,16.9811320754717,39.62264150943396
Bruno Silva,Men’s Flyweight,8,2.6878436163714112,0.43137254901960786,4.068417837507636,0.4723404255319149,0.940745265729994,0.7333333333333333,1.1606597434331094,0.7307692307692307,0.6841783750763593,0.835820895522388,0.6841783750763593,0.835820895522388,3.848503359804521,0.5,4.801466096518021,0.5070967741935484,0.2565668906536347,0.7,0.6963958460598657,0.7402597402597403,0.20769700671960906,0.7727272727272727,0.4153940134392181,0.68,0.56657223796034,1.4462809917355373,0.46426389737324375,0.7307692307692307,1.1117898594990838,0.7165354330708661,1.0,77.35849056603774,79.24528301886792,7.547169811320753,18.86792452830188,75.47169811320755,77.35849056603774,13.207547169811317,32.07547169811321,56.60377358490566,64.15094339622641,37.735849056603776,45.283018867924525,83.01886792452831,90.56603773584906,7.547169811320753,20.754716981132074,35.84905660377358,65.38461538461539,9.433962264150946,40.38461538461538,56.60377358490566,11.320754716981124,78.30188679245283,13.207547169811317,76.41509433962264,22.641509433962263,60.37735849056604,41.509433962264154,86.7924528301887,14.150943396226413,50.61683599419449,24.90928882438316,56.60377358490566,11.320754716981124
Stewart Nicoll,Men’s Flyweight,4,2.1369863013698627,0.30847457627118646,3.405088062622309,0.3877005347593583,0.46966731898238745,0.7142857142857143,1.1506849315068493,0.8448275862068966,0.39921722113502933,0.8095238095238095,0.2583170254403131,0.7333333333333333,2.8649706457925634,0.3719512195121951,4.367906066536203,0.44285714285714284,0.0,0.0,0.30528375733855184,0.6842105263157895,0.14090019569471623,0.46153846153846156,0.14090019569471623,0.75,0.0,0.4878048780487805,0.14090019569471623,0.375,0.4461839530332681,0.7037037037037037,1.0,45.28301886792453,20.754716981132077,13.207547169811317,37.735849056603776,15.09433962264151,66.0377358490566,15.09433962264151,1.8867924528301887,33.9622641509434,54.71698113207547,86.79245283018868,77.35849056603774,43.39622641509434,20.754716981132077,11.320754716981124,37.735849056603776,9.433962264150944,5.769230769230769,69.81132075471699,48.07692307692307,16.9811320754717,41.50943396226415,33.01886792452831,25.471698113207545,40.56603773584906,8.49056603773585,44.339622641509436,82.0754716981132,32.075471698113205,24.52830188679245,7.601596516690856,58.944121915820034,16.9811320754717,41.50943396226415
Felipe dos Santos,Men’s Flyweight,4,1.9833333333333334,0.30279898218829515,2.1,0.48091603053435117,0.9833333333333333,0.5086206896551724,1.0666666666666667,0.7710843373493976,0.7833333333333333,0.7580645161290323,0.6333333333333333,0.8444444444444444,3.1,0.36470588235294116,2.7333333333333334,0.5466666666666666,0.3,0.6,0.38333333333333336,0.7931034482758621,0.35,0.6774193548387096,0.6833333333333333,0.6721311475409836,0.0,0.43859649122807015,0.65,0.639344262295082,1.0666666666666667,0.7111111111111111,1.0,41.509433962264154,16.9811320754717,54.71698113207547,16.981132075471702,77.35849056603774,5.660377358490567,22.641509433962266,13.207547169811317,77.35849056603774,32.075471698113205,39.62264150943396,39.62264150943396,52.83018867924528,16.9811320754717,58.490566037735846,7.547169811320753,52.83018867924528,23.076923076923077,11.320754716981124,42.30769230769231,16.9811320754717,52.83018867924528,29.245283018867926,35.84905660377358,41.509433962264154,17.92452830188679,54.716981132075475,39.62264150943396,34.90566037735849,33.0188679245283,37.95355587808418,26.814223512336717,16.9811320754717,52.83018867924528
Ode Osbourne,Men’s Flyweight,8,1.308826499697031,0.28346456692913385,1.6239143607352051,0.4072948328267477,0.508988083215512,0.6885245901639344,0.3878004443546758,0.5161290322580645,0.47263179155726115,0.7647058823529411,0.6180569581902646,0.7611940298507462,1.878408402342961,0.34598214285714285,1.466370430216118,0.38412698412698415,0.10906887497475258,0.75,0.3150878610381741,0.6666666666666666,0.30296909715209047,0.7575757575757576,0.8483134720258534,0.6730769230769231,1.0582010582010581,0.4608294930875576,0.41203797212684307,0.7555555555555555,1.1634013330640274,0.6713286713286714,1.0,18.867924528301888,11.320754716981133,75.47169811320755,30.188679245283023,20.754716981132077,50.943396226415096,90.56603773584906,90.56603773584906,45.28301886792453,37.735849056603776,41.50943396226415,69.81132075471699,18.867924528301888,11.320754716981133,94.33962264150944,75.47169811320755,32.075471698113205,75.0,7.547169811320753,65.38461538461539,75.47169811320755,45.283018867924525,15.09433962264151,52.83018867924529,35.84905660377359,90.56603773584906,41.509433962264154,55.660377358490564,15.09433962264151,84.90566037735849,53.5377358490566,36.46589259796807,75.47169811320755,45.283018867924525
Kiru Sahota,Men’s Flyweight,1,0.0,0.0,2.3076923076923075,0.5,0.0,0.0,0.7692307692307692,0.6666666666666666,0.7692307692307692,0.5,1.5384615384615383,1.0,0.7692307692307692,0.08695652173913043,4.615384615384615,0.7058823529411765,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,8.333333333333334,0.0,,0.0,0.0,1.0,1.8867924528301887,1.8867924528301887,47.16981132075472,11.320754716981124,1.8867924528301887,1.8867924528301887,47.16981132075472,62.264150943396224,71.69811320754717,1.8867924528301887,1.8867924528301887,4.716981132075471,1.8867924528301887,1.8867924528301887,9.433962264150946,1.8867924528301887,2.8301886792452833,,99.05660377358491,100.0,16.9811320754717,3.7735849056603814,1.8867924528301887,29.245283018867923,1.8867924528301887,54.716981132075475,36.79245283018868,3.30188679245283,1.8867924528301887,5.6603773584905674,2.8301886792452833,99.52830188679246,16.9811320754717,3.7735849056603814
Jimmy Flick,Men’s Flyweight,6,0.6177349717701761,0.36904761904761907,4.085021587512455,0.5324675324675324,0.5778811026237131,0.58,0.8967120557954169,0.7627118644067796,0.37861175689139825,0.59375,0.6177349717701761,0.8857142857142857,1.315177681833278,0.4370860927152318,3.726336765194288,0.5373563218390804,0.21919628030554633,0.8461538461538461,0.5978080371969445,0.8108108108108109,0.039853869146462974,1.0,1.2753238126868152,0.6808510638297872,0.0,0.35587188612099646,0.2590501494520093,0.8666666666666667,1.8731318498837597,0.7175572519083969,1.0,3.7735849056603774,41.509433962264154,5.66037735849056,5.66037735849056,26.41509433962264,18.867924528301888,32.07547169811321,16.981132075471702,26.41509433962264,3.7735849056603774,43.39622641509434,20.754716981132074,9.433962264150944,56.60377358490566,28.30188679245283,9.433962264150946,18.867924528301888,98.07692307692307,1.8867924528301887,38.46153846153846,16.9811320754717,56.60377358490565,22.641509433962266,5.66037735849056,22.641509433962263,24.528301886792455,15.09433962264151,32.075471698113205,33.0188679245283,18.867924528301888,58.472423802612475,20.174165457184323,16.9811320754717,56.60377358490565
Jose Johnson,Men’s Flyweight,4,1.457943925233645,0.47706422018348627,0.9813084112149534,0.38461538461538464,0.588785046728972,0.7241379310344828,0.30841121495327106,0.5238095238095238,0.30841121495327106,0.6470588235294118,0.5607476635514019,0.8,1.205607476635514,0.4725274725274725,0.8411214953271029,0.35714285714285715,0.30841121495327106,0.4782608695652174,0.42056074766355145,0.7894736842105263,0.8411214953271029,0.7317073170731707,0.588785046728972,0.6176470588235294,0.0,0.0,1.1495327102803738,0.640625,1.0093457943925235,0.6792452830188679,1.0,22.641509433962266,90.56603773584906,96.22641509433963,39.62264150943396,32.075471698113205,69.81132075471697,98.11320754716982,88.67924528301887,16.9811320754717,11.320754716981133,47.16981132075472,50.0,7.547169811320755,77.35849056603774,98.11320754716982,84.9056603773585,96.22641509433963,25.0,15.09433962264151,61.53846153846153,16.9811320754717,82.07547169811322,56.60377358490567,67.9245283018868,50.94339622641509,93.39622641509435,14.150943396226417,48.58490566037736,42.45283018867925,91.50943396226415,60.613207547169814,38.31640058055152,16.9811320754717,82.07547169811322
CJ Vergara,Men’s Flyweight,8,2.448735815249851,0.44372294372294374,2.9623730838144535,0.37632776934749623,1.7917579135974517,0.7614213197969543,1.1347800119450526,0.7364341085271318,0.7047581126816643,0.8428571428571429,0.5972526378658173,0.8928571428571429,3.5237905634083218,0.5267857142857143,4.073262990244873,0.4405684754521964,0.4180768465060721,0.7608695652173914,0.29862631893290864,0.7575757575757576,1.003384431614573,0.6829268292682927,0.3225164244475413,0.7297297297297297,0.0,1.272264631043257,1.421461278120645,0.7041420118343196,0.62114274338045,0.7428571428571429,1.0,67.9245283018868,84.90566037735849,26.415094339622637,49.056603773584904,100.0,86.79245283018868,16.981132075471702,28.30188679245283,62.264150943396224,66.0377358490566,45.283018867924525,17.92452830188679,71.69811320754717,94.33962264150944,20.754716981132074,39.62264150943396,98.11320754716981,53.84615384615385,50.94339622641509,26.923076923076923,16.9811320754717,16.981132075471702,76.41509433962264,37.73584905660377,93.39622641509433,22.641509433962266,64.15094339622641,31.60377358490566,83.01886792452831,30.18867924528302,75.97968069666183,38.933236574746005,16.9811320754717,16.981132075471702
Victor Altamirano,Men’s Flyweight,6,1.9453273998728542,0.3893129770992366,2.2377622377622375,0.3697478991596639,1.551176096630642,0.6931818181818182,0.8391608391608391,0.6947368421052632,0.6865861411315957,0.9,0.5467260012714558,0.86,3.2167832167832167,0.4782608695652174,2.720915448188175,0.4254473161033797,0.3814367450731087,0.7894736842105263,0.4577240940877304,0.5714285714285714,0.5848696757787667,0.7419354838709677,0.4450095359186268,0.6363636363636364,0.303951367781155,0.7017543859649122,0.9663064208518753,0.76,0.9027336300063572,0.6016949152542372,1.0,37.735849056603776,60.37735849056604,50.94339622641509,50.94339622641509,92.45283018867924,52.83018867924528,39.62264150943396,49.056603773584904,58.490566037735846,83.01886792452831,52.83018867924528,30.188679245283023,60.37735849056604,83.01886792452831,60.37735849056603,47.16981132075472,84.90566037735849,76.92307692307693,20.754716981132074,82.6923076923077,43.39622641509434,32.07547169811321,49.05660377358491,50.94339622641509,72.64150943396226,44.339622641509436,70.75471698113208,41.509433962264154,71.69811320754718,53.77358490566037,80.91436865021771,51.723512336719885,43.39622641509434,32.07547169811321
