tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced
20250101,Brisbane International,Hard,A,R64,Thompson J.,Michelsen A.,26,41.0,7-5 6-3,,,,,,,,,,,,,,,,,,,,
20250102,Brisbane International,Hard,A,R64,Mensik J.,Lajovic D.,48,81.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,
20250102,Brisbane International,Hard,A,R64,Opelka R.,Arnaldi M.,293,37.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,
20250102,Brisbane International,Hard,A,R64,Mpetshi G.,Tiafoe F.,31,18.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,
20250102,Brisbane International,Hard,A,R64,Djokovic N.,Monfils G.,7,55.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,
20250103,Brisbane International,Hard,A,QF,Lehecka J.,Jarry N.,28,35.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20250103,Brisbane International,Hard,A,QF,Dimitrov G.,Thompson J.,10,26.0,6-1 2-1,,,,,,,,,,,,,,,,,,,,
20250103,Brisbane International,Hard,A,QF,Mpetshi G.,Mensik J.,31,48.0,7-5 7-6,,,,,,,,,,,,,,,,,,,,
20250103,Brisbane International,Hard,A,QF,Opelka R.,Djokovic N.,293,7.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250104,Brisbane International,Hard,A,SF,Lehecka J.,Dimitrov G.,28,10.0,6-4 4-4,,,,,,,,,,,,,,,,,,,,
20250104,Brisbane International,Hard,A,SF,Opelka R.,Mpetshi G.,293,31.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250105,Brisbane International,Hard,A,F,Lehecka J.,Opelka R.,28,293.0,4-1,,,,,,,,,,,,,,,,,,,,
20241230,Hong Kong Tennis Open,Hard,A,R128,Kecmanovic M.,Darderi L.,54,44.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,
20241230,Hong Kong Tennis Open,Hard,A,R128,Marozsan F.,Safiullin R.,58,60.0,6-1 7-6,,,,,,,,,,,,,,,,,,,,
20241230,Hong Kong Tennis Open,Hard,A,R128,Sonego L.,Nakashima B.,53,38.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,
20241230,Hong Kong Tennis Open,Hard,A,R128,Norrie C.,Tien L.,49,122.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Bergs Z.,Moro Canas A.,71,169.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Muller A.,Huesler M.A.,67,159.0,2-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Borges N.,Bu Y.,36,65.0,3-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Munar J.,Davidovich Fokina A.,62,61.0,4-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Martinez P.,Passaro F.,43,108.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Nishikori K.,Shapovalov D.,106,56.0,6-2 6-3,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Diallo G.,Carballes Baena R.,87,57.0,4-6 7-6 7-5,,,,,,,,,,,,,,,,,,,,
20241231,Hong Kong Tennis Open,Hard,A,R128,Shang J.,Wong C.,50,170.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,
20250101,Hong Kong Tennis Open,Hard,A,R64,Muller A.,Kecmanovic M.,67,54.0,5-7 7-6 7-6,,,,,,,,,,,,,,,,,,,,
20250101,Hong Kong Tennis Open,Hard,A,R64,Norrie C.,Sonego L.,49,53.0,6-2 4-6 6-1,,,,,,,,,,,,,,,,,,,,
20250101,Hong Kong Tennis Open,Hard,A,R64,Fils A.,Bergs Z.,20,71.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,
20250101,Hong Kong Tennis Open,Hard,A,R64,Nishikori K.,Khachanov K.,106,19.0,4-6 6-3 7-5,,,,,,,,,,,,,,,,,,,,
20250102,Hong Kong Tennis Open,Hard,A,R64,Munar J.,Borges N.,62,36.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,
20250102,Hong Kong Tennis Open,Hard,A,R64,Musetti L.,Diallo G.,17,87.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20250102,Hong Kong Tennis Open,Hard,A,R64,Shang J.,Martinez P.,50,43.0,6-3 6-1,,,,,,,,,,,,,,,,,,,,
20250102,Hong Kong Tennis Open,Hard,A,R64,Marozsan F.,Rublev A.,58,8.0,7-5 3-6 6-3,,,,,,,,,,,,,,,,,,,,
20250103,Hong Kong Tennis Open,Hard,A,QF,Muller A.,Fils A.,67,20.0,3-6 6-3 6-1,,,,,,,,,,,,,,,,,,,,
20250103,Hong Kong Tennis Open,Hard,A,QF,Munar J.,Musetti L.,62,17.0,2-6 7-6 7-5,,,,,,,,,,,,,,,,,,,,
20250103,Hong Kong Tennis Open,Hard,A,QF,Shang J.,Marozsan F.,50,58.0,1-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250103,Hong Kong Tennis Open,Hard,A,QF,Nishikori K.,Norrie C.,106,49.0,6-3 3-6 6-2,,,,,,,,,,,,,,,,,,,,
20250104,Hong Kong Tennis Open,Hard,A,SF,Muller A.,Munar J.,67,62.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,
20250104,Hong Kong Tennis Open,Hard,A,SF,Nishikori K.,Shang J.,106,50.0,4-3,,,,,,,,,,,,,,,,,,,,
20250105,Hong Kong Tennis Open,Hard,A,F,Muller A.,Nishikori K.,67,106.0,2-6 6-1 6-3,,,,,,,,,,,,,,,,,,,,
20250106,Adelaide International,Hard,A,R128,Shapovalov D.,Zhang Zh.,58,47.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250106,Adelaide International,Hard,A,R128,Davidovich Fokina A.,Bautista Agut R.,68,51.0,7-5 6-2,,,,,,,,,,,,,,,,,,,,
20250106,Adelaide International,Hard,A,R128,O Connell C.,Rinderknech A.,64,60.0,7-5 7-6,,,,,,,,,,,,,,,,,,,,
20250106,Adelaide International,Hard,A,R128,Kokkinakis T.,Nishioka Y.,77,63.0,6-3 3-6 6-3,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Tu L.,Duckworth J.,179,94.0,6-1 7-5,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Guinard M.,Safiullin R.,261,62.0,7-6 2-6 6-1,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Giron M.,Vukic A.,45,67.0,6-2 3-6 6-3,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Kecmanovic M.,Bublik A.,55,33.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Cazaux A.,Walton A.,80,91.0,7-5 6-1,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Nakashima B.,Hanfmann Y.,37,98.0,6-1 2-6 6-3,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Hijikata R.,Goffin D.,79,53.0,6-1 6-2,,,,,,,,,,,,,,,,,,,,
20250107,Adelaide International,Hard,A,R128,Etcheverry T.,Schoolkate T.,39,173.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Auger-Aliassime F.,Cazaux A.,29,80.0,1-6 6-4 7-5,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Giron M.,Shapovalov D.,45,58.0,7-5 6-2,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Kecmanovic M.,O Connell C.,55,64.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Hijikata R.,Nakashima B.,79,37.0,6-2 3-6 7-6,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Bonzi B.,Tu L.,70,179.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Korda S.,Davidovich Fokina A.,22,68.0,6-3 6-3,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Paul T.,Guinard M.,12,261.0,6-4 3-6 6-3,,,,,,,,,,,,,,,,,,,,
20250108,Adelaide International,Hard,A,R64,Kokkinakis T.,Etcheverry T.,77,39.0,7-5 4-6 7-6,,,,,,,,,,,,,,,,,,,,
20250109,Adelaide International,Hard,A,QF,Paul T.,Hijikata R.,12,79.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250109,Adelaide International,Hard,A,QF,Auger-Aliassime F.,Giron M.,29,45.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250109,Adelaide International,Hard,A,QF,Kecmanovic M.,Bonzi B.,55,70.0,6-2 6-3,,,,,,,,,,,,,,,,,,,,
20250109,Adelaide International,Hard,A,QF,Korda S.,Kokkinakis T.,22,77.0,,,,,,,,,,,,,,,,,,,,,
20250110,Adelaide International,Hard,A,SF,Auger-Aliassime F.,Paul T.,29,12.0,7-6 3-6 6-4,,,,,,,,,,,,,,,,,,,,
20250110,Adelaide International,Hard,A,SF,Korda S.,Kecmanovic M.,22,55.0,6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250111,Adelaide International,Hard,A,F,Auger-Aliassime F.,Korda S.,29,22.0,6-3 3-6 6-1,,,,,,,,,,,,,,,,,,,,
20250105,ASB Classic,Hard,A,R128,Borges N.,Darderi L.,36,44.0,5-7 6-3 7-5,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Carballes Baena R.,Altmaier D.,59,93.0,6-3 3-6 7-5,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Bergs Z.,Becroft I.,66,980.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Michelsen A.,Nagal S.,41,96.0,6-7 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Navone M.,Mannarino A.,46,73.0,7-6 6-7 6-1,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Nardi L.,Cobolli F.,90,32.0,6-2 1-1,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Sonego L.,Diallo G.,54,87.0,7-6 2-6 7-6,,,,,,,,,,,,,,,,,,,,
20250106,ASB Classic,Hard,A,R128,Diaz Acosta F.,Norrie C.,78,48.0,6-2 6-3,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R128,Monfils G.,Martinez P.,52,43.0,1-6 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R128,Struff J.L.,Bu Y.,42,65.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R128,Basavareddy N.,Comesana F.,133,85.0,6-2 6-2,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R128,Mensik J.,Carreno Busta P.,49,184.0,6-0 4-6 7-5,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R64,Basavareddy N.,Tabilo A.,133,23.0,6-4 5-7 6-4,,,,,,,,,,,,,,,,,,,,
20250107,ASB Classic,Hard,A,R64,Bergs Z.,Nardi L.,66,90.0,6-1 6-4,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Michelsen A.,Sonego L.,41,54.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Diaz Acosta F.,Baez S.,78,28.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Carballes Baena R.,Cerundolo F.,59,31.0,6-2 7-5,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Monfils G.,Struff J.L.,52,42.0,6-1 7-6,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Borges N.,Navone M.,36,46.0,4-6 7-5 6-4,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,R64,Mensik J.,Shelton B.,49,21.0,7-6 4-6 7-5,,,,,,,,,,,,,,,,,,,,
20250108,ASB Classic,Hard,A,QF,Basavareddy N.,Michelsen A.,133,41.0,2-6 6-2 6-4,,,,,,,,,,,,,,,,,,,,
20250109,ASB Classic,Hard,A,QF,Monfils G.,Diaz Acosta F.,52,78.0,6-3 6-1,,,,,,,,,,,,,,,,,,,,
20250109,ASB Classic,Hard,A,QF,Bergs Z.,Carballes Baena R.,66,59.0,1-6 6-2 6-3,,,,,,,,,,,,,,,,,,,,
20250109,ASB Classic,Hard,A,QF,Borges N.,Mensik J.,36,49.0,6-7 6-2 7-6,,,,,,,,,,,,,,,,,,,,
20250110,ASB Classic,Hard,A,SF,Monfils G.,Basavareddy N.,52,133.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,
20250110,ASB Classic,Hard,A,SF,Bergs Z.,Borges N.,66,36.0,6-2 3-6 7-5,,,,,,,,,,,,,,,,,,,,
20250111,ASB Classic,Hard,A,F,Monfils G.,Bergs Z.,52,66.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Gaston H.,Jasika O.,81,179.0,6-2 3-6 6-2 6-2,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Fils A.,Virtanen O.,21,93.0,3-6 7-6 6-4 6-4,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Nishikori K.,Monteiro T.,76,105.0,4-6 6-7 7-5 6-2 6-3,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Ruud C.,Munar J.,6,62.0,6-3 1-6 7-5 2-6 6-1,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Habib H.,Bu Y.,219,67.0,7-6 6-4 7-6,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Lehecka J.,Tu L.,29,168.0,6-1 3-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Machac T.,Nagal S.,25,91.0,6-3 6-1 7-5,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Martinez P.,Darderi L.,44,45.0,6-3 4-1,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Humbert U.,Gigante M.,14,145.0,7-6 7-5 6-4,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Opelka R.,Onclin G.,170,239.0,3-6 7-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Halys Q.,Walton A.,74,90.0,4-6 4-6 6-4 7-6 7-5,,,,,,,,,,,,,,,,,,,,
20250112,Australian Open,Hard,G,R128,Zverev A.,Pouille L.,2,103.0,6-4 6-4 6-4,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Tiafoe F.,Rinderknech A.,16,61.0,7-6 6-3 4-6 6-7 6-3,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Carballes Baena R.,Tabilo A.,57,26.0,1-6 6-2 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Mensik J.,Basilashvili N.,48,206.0,6-1 6-7 6-3 6-3,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Michelsen A.,Tsitsipas S.,42,12.0,7-5 6-3 2-6 6-4,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Borges N.,Muller A.,33,58.0,6-7 6-3 6-2 7-5,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Marozsan F.,Seyboth Wild T.,59,79.0,6-3 6-7 7-5 5-7 7-5,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Duckworth J.,Stricker D.,89,304.0,6-2 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Mccabe J.,Landaluce M.,258,142.0,6-4 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Sinner J.,Jarry N.,1,36.0,7-6 7-6 6-1,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Thompson J.,Koepfer D.,27,124.0,7-6 6-4 4-6 6-3,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Schoolkate T.,Daniel T.,173,113.0,6-7 7-6 6-1 6-4,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Vukic A.,Dzumhur D.,68,82.0,6-7 6-0 3-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Draper J.,Navone M.,18,47.0,4-6 6-3 3-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Kokkinakis T.,Safiullin R.,71,63.0,3-6 6-3 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Cazaux A.,Baez S.,78,28.0,6-3 5-7 3-6 6-0 6-3,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Nishioka Y.,Dougaz A.,65,231.0,3-6 6-4 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Korda S.,Klein L.,22,144.0,6-3 0-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Faria J.,Kotov P.,125,97.0,6-1 6-1 7-5,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Auger-Aliassime F.,Struff J.L.,23,43.0,6-3 6-0 4-6 6-1,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Davidovich Fokina A.,Shang J.,66,50.0,7-6 5-2,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Alcaraz C.,Shevchenko A.,3,77.0,6-1 7-5 6-1,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Djokovic N.,Basavareddy N.,7,107.0,4-6 6-3 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Fearnley J.,Kyrgios N.,92,,7-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Bonzi B.,Goffin D.,64,54.0,6-1 6-2 7-6,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Passaro F.,Dimitrov G.,104,10.0,7-5 2-1,,,,,,,,,,,,,,,,,,,,
20250113,Australian Open,Hard,G,R128,Paul T.,O Connell C.,11,70.0,6-2 3-6 6-1 6-7 7-5,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Berrettini M.,Norrie C.,34,52.0,6-7 6-4 6-1 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Kecmanovic M.,Lajovic D.,51,80.0,7-5 3-6 6-3 3-6 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Khachanov K.,Mannarino A.,19,75.0,7-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Diallo G.,Nardi L.,86,83.0,6-7 7-6 5-7 6-1 6-2,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Rune H.,Zhang Zh.,13,49.0,4-6 6-3 6-4 3-6 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Fritz T.,Brooksby J.,4,,6-2 6-0 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Garin C.,Coric B.,150,87.0,7-5 6-1 6-2,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Tien L.,Ugo Carabelli C.,121,94.0,4-6 7-6 6-3 5-7 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Cerundolo F.,Bublik A.,31,37.0,7-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Monfils G.,Mpetshi G.,41,30.0,7-6 6-3 6-7 6-7 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Hurkacz H.,Griekspoor T.,17,40.0,7-5 6-4 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Diaz Acosta F.,Bergs Z.,73,60.0,6-7 6-4 1-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Medvedev D.,Samrej K.,5,418.0,6-2 4-6 3-6 6-1 6-2,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Altmaier D.,Comesana F.,101,85.0,6-2 3-6 7-6 4-6 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Musetti L.,Arnaldi M.,15,39.0,7-6 4-6 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Shelton B.,Nakashima B.,20,35.0,7-6 7-5 7-5,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Sonego L.,Wawrinka S.,55,156.0,6-4 5-7 7-5 7-5,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Boyer T.,Coria F.,136,96.0,6-3 6-7 4-6 7-5 6-1,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Krueger M.,Hijikata R.,146,72.0,6-4 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Etcheverry T.,Cobolli F.,38,32.0,6-7 6-3 7-5 6-1,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Giron M.,Hanfmann Y.,46,95.0,2-6 7-5 6-1 7-5,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Shapovalov D.,Bautista Agut R.,56,53.0,3-6 6-4 6-4 7-6,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Moutet C.,Popyrin A.,69,24.0,4-6 6-3 6-4 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,De Minaur A.,Van De Zandschulp B.,8,84.0,6-1 7-5 6-4,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Carreno Busta P.,Majchrzak K.,182,122.0,6-4 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20250114,Australian Open,Hard,G,R128,Fonseca J.,Rublev A.,112,9.0,7-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Machac T.,Opelka R.,25,170.0,3-6 7-6 6-7 7-6 6-4,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Lehecka J.,Gaston H.,29,81.0,6-3 3-1,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Alcaraz C.,Nishioka Y.,3,65.0,6-0 6-1 6-4,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Bonzi B.,Passaro F.,64,104.0,6-2 6-4 3-6 6-4,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Borges N.,Thompson J.,33,27.0,6-3 6-2 6-4,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Carballes Baena R.,Duckworth J.,57,89.0,6-4 6-2 7-5,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Djokovic N.,Faria J.,7,125.0,6-1 6-7 6-3 6-2,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Fils A.,Halys Q.,21,74.0,6-2 4-6 7-6 7-5,,,,,,,,,,,,,,,,,,,,
20250115,Australian Open,Hard,G,R64,Vukic A.,Korda S.,68,22.0,6-4 3-6 2-6 6-3 7-5,,,,,,,,,,,,,,,,,,,,
