fighter,division,macabets_rating,strength_score,raw_elo,global_elo,division_elo,division_fights,recent_form_score,recent_form_adjusted,schedule_rating,ranking_confidence,ufc_wins,ufc_losses,ufc_draws,ufc_finishes,recent_fights_4y,last_fight_date,days_inactive,inactivity_penalty,active_pool,division_rank
Bogdan Grad,Men’s Featherweight,1500.63,50.1,1500.19,1500.19,1500.36,4,55.4,53.1,1493.15,73.4,2,2,0,2,4,2026-08-01,16,0.0,True,57
Javier Reyes,Men’s Featherweight,1499.71,50.0,1500.32,1500.32,1499.03,2,42.7,47.1,1511.38,57.1,1,1,0,1,2,2026-06-27,51,0.0,True,58
Alberto Montes,Men’s Featherweight,1499.1,49.9,1499.14,1499.14,1499.98,2,42.2,46.9,1499.68,57.1,1,1,0,1,2,2026-07-18,30,0.0,True,59
Kai Kamaka III,Men’s Featherweight,1499.1,49.9,1499.56,1499.56,1487.05,1,43.4,47.4,1516.8,51.3,1,1,0,0,2,2026-07-11,37,0.0,True,60
Isaac Dulgarian,Men’s Featherweight,1498.73,49.8,1501.03,1501.03,1500.03,4,34.7,41.3,1508.19,73.4,2,2,0,2,4,2025-11-01,289,0.0,True,61
JooSang Yoo,Men’s Featherweight,1498.51,49.8,1500.03,1500.03,1513.97,1,42.7,47.1,1509.95,51.3,1,1,0,1,2,2025-10-04,317,1.7,True,62
Andre Fili,Men’s Featherweight,1496.12,49.4,1500.16,1500.16,1496.6,26,26.4,32.8,1533.76,97.5,13,13,0,4,9,2026-06-20,58,0.0,True,63
Patricio Freire,Men’s Featherweight,1494.92,49.3,1506.38,1506.38,1505.21,2,56.6,52.6,1568.2,57.1,1,1,0,0,2,2025-07-19,394,9.4,True,64
Losene Keita,Men’s Featherweight,1494.76,49.2,1488.89,1488.89,1489.24,1,0.0,37.5,1592.09,46.1,0,1,0,0,1,2026-03-21,149,0.0,True,65
Hyder Amil,Men’s Featherweight,1494.29,49.2,1497.29,1497.29,1497.84,6,25.9,33.9,1514.36,86.7,3,3,0,2,6,2026-06-20,58,0.0,True,66
Isaac Thomson,Men’s Featherweight,1493.52,49.0,1486.63,1486.63,1488.17,1,0.0,37.5,1537.88,46.1,0,1,0,0,1,2025-12-13,247,0.0,True,67
Austin Bashi,Men’s Featherweight,1492.93,49.0,1489.55,1489.55,1489.17,3,28.5,39.2,1522.36,65.8,1,2,0,1,3,2026-07-18,30,0.0,True,68
Douglas Silva de Andrade,Men’s Featherweight,1492.69,48.9,1502.93,1502.93,1474.54,4,18.2,26.9,1522.48,88.3,7,7,0,3,3,2026-02-28,170,0.0,True,69
Damien Anderson,Men’s Featherweight,1492.62,48.9,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2026-07-18,30,0.0,True,70
Otari Tanzilovi,Men’s Featherweight,1492.62,48.9,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2026-06-20,58,0.0,True,71
Ollie Schmid,Men’s Featherweight,1492.58,48.9,1484.52,1484.52,1486.53,1,0.0,37.5,1515.48,46.1,0,1,0,0,1,2026-05-02,107,0.0,True,72
Kurtis Campbell,Men’s Featherweight,1492.56,48.9,1484.47,1484.47,1486.48,1,0.0,37.5,1514.48,46.1,0,1,0,0,1,2026-03-21,149,0.0,True,73
Patricio Pitbull,Men’s Featherweight,1492.37,48.9,1484.53,1484.53,1486.62,1,0.0,37.5,1489.17,46.1,0,1,0,0,1,2026-04-11,128,0.0,True,74
Sebastian Szalay,Men’s Featherweight,1492.19,48.9,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2026-01-31,198,0.0,True,75
Zhu Kangjie,Men’s Featherweight,1492.19,48.9,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2026-05-30,79,0.0,True,76
Steven Nguyen,Men’s Featherweight,1491.93,48.8,1499.19,1499.19,1500.62,2,69.2,57.7,1469.06,57.1,1,1,0,1,2,2025-07-26,387,8.7,True,77
Melsik Baghdasaryan,Men’s Featherweight,1490.64,48.6,1495.3,1495.3,1496.1,6,15.0,26.6,1509.18,86.7,3,3,0,1,4,2026-06-20,58,0.0,True,78
Calvin Kattar,Men’s Featherweight,1490.43,48.6,1508.38,1508.38,1500.34,15,4.7,17.1,1596.79,95.9,7,8,0,4,4,2025-07-12,401,10.1,True,79
Michael Aswell Jr.,Men’s Featherweight,1489.95,48.5,1485.35,1485.35,1487.55,3,23.5,36.8,1499.53,65.8,1,2,0,1,3,2026-06-20,58,0.0,True,80
Ramon Taveras,Men’s Featherweight,1487.47,48.2,1485.25,1485.25,1487.27,1,17.1,33.6,1507.28,56.5,1,2,0,0,3,2025-09-27,324,2.4,True,81
Ricardo Ramos,Men’s Featherweight,1486.6,48.0,1496.85,1496.85,1473.58,10,20.5,28.5,1507.3,94.2,8,7,0,3,5,2025-10-11,310,1.0,True,82
Gianni Vazquez,Men’s Featherweight,1484.98,47.8,1470.85,1470.85,1485.46,1,0.0,30.0,1515.49,51.3,0,2,0,0,2,2026-08-08,9,0.0,True,83
Robert Ruchala,Men’s Featherweight,1484.79,47.8,1472.48,1472.48,1475.88,2,0.0,30.0,1520.6,57.1,0,2,0,0,2,2026-04-04,135,0.0,True,84
Nate Landwehr,Men’s Featherweight,1484.78,47.8,1487.59,1487.59,1489.1,11,18.0,26.8,1524.26,94.6,5,6,0,3,6,2026-04-11,128,0.0,True,85
Harry Hardwick,Men’s Featherweight,1484.19,47.7,1469.06,1469.06,1485.96,1,0.0,30.0,1507.35,51.3,0,2,0,0,2,2026-03-14,156,0.0,True,86
Manolo Zecchini,Men’s Featherweight,1482.69,47.5,1468.35,1468.35,1472.49,2,0.0,30.0,1500.0,57.1,0,2,0,0,2,2026-04-04,135,0.0,True,87
Jack Shore,Men’s Featherweight,1481.51,47.3,1534.81,1534.81,1488.35,3,27.7,33.8,1528.11,86.0,6,3,0,3,3,2024-11-02,653,35.3,True,88
Gabriel Santos,Men’s Featherweight,1481.1,47.2,1505.28,1505.28,1504.36,4,74.1,63.7,1514.77,73.4,2,2,0,1,4,2025-02-08,555,25.5,True,89
Yizha,Men’s Featherweight,1481.02,47.2,1471.55,1471.55,1475.24,4,31.5,39.4,1486.64,73.4,1,3,0,1,4,2026-01-31,198,0.0,True,90
JeongYeong Lee,Men’s Featherweight,1479.59,47.0,1497.58,1497.58,1497.56,4,28.2,37.6,1508.76,73.4,2,2,0,0,4,2025-05-10,464,16.4,True,91
Lucas Almeida,Men’s Featherweight,1473.44,46.1,1471.16,1471.16,1474.28,6,19.0,29.3,1509.54,86.7,2,4,0,1,5,2025-10-11,310,1.0,True,92
Westin Wilson,Men’s Featherweight,1473.38,46.1,1469.85,1469.85,1474.14,4,23.5,34.8,1494.47,73.4,1,3,0,1,4,2025-08-23,359,5.9,True,93
Jonathan Pearce,Men’s Featherweight,1471.73,45.9,1514.64,1514.64,1523.13,8,25.6,32.3,1531.33,93.0,5,4,0,3,4,2024-10-12,674,37.4,True,94
Erik Silva,Men’s Featherweight,1471.61,45.8,1453.78,1453.78,1458.12,3,0.0,25.0,1501.1,65.8,0,3,0,0,3,2026-02-28,170,0.0,True,95
Ricky Turcios,Men’s Featherweight,1471.6,45.8,1466.01,1466.01,1485.96,1,8.7,22.4,1494.6,72.1,2,4,0,0,4,2026-03-07,163,0.0,True,96
Fernando Padilla,Men’s Featherweight,1469.39,45.5,1502.4,1502.4,1502.2,4,39.1,43.8,1517.97,73.4,2,2,0,2,4,2024-12-14,611,31.1,True,97
Roberto Romero,Men’s Featherweight,1466.4,45.1,1469.5,1469.5,1485.41,1,0.0,30.0,1499.62,51.3,0,2,0,0,2,2025-04-26,478,17.8,True,98
Mohammad Yahya,Men’s Featherweight,1465.18,44.9,1453.24,1453.24,1485.39,1,0.0,25.0,1488.41,56.5,0,3,0,0,3,2025-07-26,387,8.7,True,99
Jeka Saragih,Men’s Featherweight,1464.86,44.9,1467.64,1467.64,1484.35,3,16.8,31.0,1491.6,71.0,1,3,0,1,4,2025-06-07,436,13.6,True,100
Victor Hugo,Men’s Featherweight,1463.64,44.7,1501.34,1501.34,1487.0,1,39.9,46.0,1524.79,51.3,1,1,0,0,2,2024-10-26,660,36.0,True,101
Gabriel Miranda,Men’s Featherweight,1457.63,43.8,1467.45,1467.45,1484.4,3,15.9,30.5,1490.7,71.0,1,3,0,1,4,2025-03-29,506,20.6,True,102
Connor Matthews,Men’s Featherweight,1455.11,43.4,1452.35,1452.35,1458.6,3,0.0,25.0,1491.44,65.8,0,3,0,0,3,2025-05-17,457,15.7,True,103
Dennis Buzukja,Men’s Featherweight,1453.83,43.3,1442.53,1442.53,1462.18,5,8.2,22.2,1494.76,85.4,1,5,0,1,6,2026-08-01,16,0.0,True,104
Zygimantas Ramaska,Men’s Featherweight,1451.29,42.9,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2024-09-07,709,40.9,True,105
Lucas Alexander,Men’s Featherweight,1450.23,42.7,1466.8,1466.8,1471.64,4,15.1,30.1,1493.37,73.4,1,3,0,0,4,2025-02-01,562,26.2,True,106
Kron Gracie,Men’s Featherweight,1448.21,42.4,1474.33,1474.33,1477.46,4,2.4,22.8,1527.97,73.4,1,3,0,1,2,2024-12-07,618,31.8,True,107
Josh Culibao,Men’s Featherweight,1443.88,41.8,1487.46,1487.46,1499.15,7,22.5,30.0,1514.68,92.2,3,4,1,1,4,2024-08-17,730,43.0,True,108
Brendon Marotte,Men’s Featherweight,1443.25,41.7,1468.99,1468.99,1485.96,1,0.0,30.0,1506.76,51.3,0,2,0,0,2,2024-09-07,709,40.9,True,109
SeungWoo Choi,Men’s Featherweight,1439.41,41.2,1458.45,1458.45,1461.92,11,18.5,27.1,1509.03,94.6,4,7,0,1,4,2025-03-15,520,22.0,True,110
Daniel Pineda,Men’s Featherweight,1433.5,40.3,1469.25,1469.25,1470.2,13,14.1,23.9,1542.46,95.3,5,8,0,5,4,2024-10-19,667,36.7,True,111
Herbert Burns,Men’s Featherweight,1424.9,39.1,1467.42,1467.42,1459.54,5,5.6,20.4,1507.28,85.4,2,4,0,2,2,2024-08-17,730,43.0,True,112
Joshua Van,Men’s Flyweight,1611.13,65.8,1627.45,1627.45,1612.62,11,95.5,83.1,1558.64,94.6,10,1,0,4,11,2026-05-09,100,0.0,True,1
Alexandre Pantoja,Men’s Flyweight,1609.51,65.6,1632.27,1632.27,1616.37,18,66.5,62.0,1555.64,96.5,14,4,0,8,6,2025-12-06,254,0.0,True,2
Manel Kape,Men’s Flyweight,1581.7,61.8,1591.06,1591.06,1578.23,11,92.0,80.6,1553.05,94.6,8,3,0,6,7,2026-06-20,58,0.0,True,3
Asu Almabayev,Men’s Flyweight,1575.07,60.9,1586.07,1586.07,1574.12,8,89.0,78.4,1525.17,93.0,7,1,0,3,8,2026-06-27,51,0.0,True,4
Kyoji Horiguchi,Men’s Flyweight,1573.83,60.7,1592.7,1592.7,1573.06,10,56.9,55.0,1550.07,94.2,9,2,0,3,3,2026-06-20,58,0.0,True,5
Tatsuro Taira,Men’s Flyweight,1569.99,60.1,1587.28,1587.28,1566.7,9,58.0,55.8,1560.07,93.6,8,2,0,6,9,2026-05-09,100,0.0,True,6
Brandon Moreno,Men’s Flyweight,1549.95,57.3,1565.79,1565.79,1555.63,20,31.8,36.8,1556.55,96.8,11,7,2,6,7,2026-02-28,170,0.0,True,7
Brandon Royval,Men’s Flyweight,1549.0,57.2,1557.75,1557.75,1547.94,13,56.0,54.3,1567.25,95.3,8,5,0,5,7,2026-07-11,37,0.0,True,8
Tagir Ulanbekov,Men’s Flyweight,1546.1,56.7,1556.09,1556.09,1547.41,8,61.0,58.0,1525.13,93.0,6,2,0,2,5,2025-11-22,268,0.0,True,9
Alessandro Costa,Men’s Flyweight,1529.91,54.4,1533.91,1533.91,1514.99,7,81.2,72.7,1495.31,92.2,5,3,0,5,8,2026-07-11,37,0.0,True,10
Ramazan Temirov,Men’s Flyweight,1529.88,54.4,1548.33,1548.33,1541.63,3,100.0,75.0,1524.91,65.8,3,0,0,2,3,2026-07-25,23,0.0,True,11
Amir Albazi,Men’s Flyweight,1529.73,54.4,1545.73,1545.73,1528.45,6,25.8,33.1,1542.97,91.2,5,2,0,3,5,2026-02-07,191,0.0,True,12
Edgar Chairez,Men’s Flyweight,1529.14,54.3,1531.22,1531.22,1538.15,5,85.5,73.7,1487.98,85.4,4,2,0,3,7,2026-06-06,72,0.0,True,13
Sumudaerji,Men’s Flyweight,1527.85,54.1,1525.45,1525.45,1537.2,7,78.4,70.6,1501.72,92.2,6,4,0,1,6,2026-05-30,79,0.0,True,14
Alex Perez,Men’s Flyweight,1527.43,54.0,1536.36,1536.36,1513.11,12,46.5,47.5,1563.75,95.0,8,6,0,6,6,2026-05-30,79,0.0,True,15
Alden Coria,Men’s Flyweight,1525.14,53.7,1541.16,1541.16,1536.18,3,100.0,75.0,1473.23,65.8,3,0,0,1,3,2026-07-18,30,0.0,True,16
Andre Lima,Men’s Flyweight,1524.51,53.6,1538.07,1538.07,1533.88,5,54.7,53.0,1488.63,80.3,4,1,0,1,5,2026-06-20,58,0.0,True,17
Kai Kara-France,Men’s Flyweight,1521.35,53.1,1542.54,1542.54,1535.28,13,36.0,39.8,1564.2,95.3,8,5,0,3,3,2025-06-28,415,11.5,True,18
Allan Nascimento,Men’s Flyweight,1520.11,53.0,1529.83,1529.83,1513.97,5,55.1,53.4,1502.44,85.4,4,2,0,2,4,2026-06-20,58,0.0,True,19
Charles Johnson,Men’s Flyweight,1516.74,52.5,1518.68,1518.68,1525.86,14,47.4,48.1,1522.55,95.6,8,7,0,3,14,2026-06-27,51,0.0,True,20
Steve Erceg,Men’s Flyweight,1513.01,51.9,1518.5,1518.5,1502.91,8,46.3,47.3,1535.54,93.0,5,4,0,1,9,2026-07-25,23,0.0,True,21
Nyamjargal Tumendemberel,Men’s Flyweight,1510.49,51.5,1515.26,1515.26,1513.34,3,80.5,65.3,1487.23,65.8,2,1,0,1,3,2026-03-07,163,0.0,True,22
Lone'er Kavanagh,Men’s Flyweight,1510.04,51.5,1514.62,1514.62,1512.68,5,47.4,48.4,1532.06,80.3,3,2,0,0,5,2026-07-11,37,0.0,True,23
Jesus Aguilar,Men’s Flyweight,1508.94,51.3,1512.62,1512.62,1512.27,7,46.6,47.6,1498.65,92.2,4,3,0,2,7,2026-03-07,163,0.0,True,24
Imanol Rodriguez,Men’s Flyweight,1507.12,51.0,1514.91,1514.91,1513.08,1,100.0,62.5,1472.33,46.1,1,0,0,1,1,2026-02-28,170,0.0,True,25
Mitch Raposo,Men’s Flyweight,1505.11,50.8,1503.67,1503.67,1502.87,4,71.1,62.0,1509.14,73.4,2,2,0,0,4,2026-06-20,58,0.0,True,26
HyunSung Park,Men’s Flyweight,1504.56,50.7,1510.65,1510.65,1510.85,5,36.8,41.8,1500.85,80.3,3,2,0,3,5,2025-10-18,303,0.3,True,27
Jose Ochoa,Men’s Flyweight,1504.53,50.7,1504.61,1504.61,1503.13,4,61.9,56.8,1513.88,73.4,2,2,0,1,4,2026-05-09,100,0.0,True,28
Joseph Morales,Men’s Flyweight,1500.27,50.0,1501.48,1501.48,1501.18,4,95.7,76.1,1500.23,73.4,2,2,0,2,1,2025-08-16,366,6.6,True,29
Lucas Rocha,Men’s Flyweight,1499.89,50.0,1499.52,1499.52,1499.51,2,65.3,56.1,1498.84,57.1,1,1,0,0,2,2025-10-11,310,1.0,True,30
Alibi Idiris,Men’s Flyweight,1499.26,49.9,1497.51,1497.51,1497.99,2,59.6,53.9,1476.62,57.1,1,1,0,0,2,2026-02-21,177,0.0,True,31
Tim Elliott,Men’s Flyweight,1498.69,49.8,1504.52,1504.52,1476.24,20,46.5,47.5,1518.07,96.8,10,12,0,3,5,2026-05-02,107,0.0,True,32
Matt Schnell,Men’s Flyweight,1488.81,48.4,1486.05,1486.05,1510.93,11,26.2,32.7,1515.23,94.6,7,8,0,3,5,2026-06-06,72,0.0,True,33
Terrance Saeteurn,Men’s Flyweight,1485.8,47.9,1483.07,1483.07,1485.41,1,0.0,37.5,1484.29,46.1,0,1,0,0,1,2025-08-22,360,6.0,True,34
Clayton Carpenter,Men’s Flyweight,1485.03,47.8,1484.33,1484.33,1486.51,5,17.1,29.4,1504.62,80.3,2,3,0,2,5,2026-05-09,100,0.0,True,35
Ronaldo Rodriguez,Men’s Flyweight,1484.4,47.7,1510.72,1510.72,1509.46,3,52.7,51.4,1472.61,65.8,2,1,0,1,3,2025-03-29,506,20.6,True,36
Kevin Borjas,Men’s Flyweight,1483.62,47.6,1476.61,1476.61,1479.33,6,45.9,47.3,1516.7,86.7,2,4,0,0,6,2026-06-20,58,0.0,True,37
Matheus Nicolau,Men’s Flyweight,1482.07,47.4,1532.5,1532.5,1518.24,10,22.9,30.3,1527.93,94.2,7,4,0,2,4,2024-10-19,667,36.7,True,38
Felipe Bunes,Men’s Flyweight,1481.08,47.2,1473.26,1473.26,1476.85,4,18.8,32.2,1511.28,73.4,1,3,0,1,4,2026-02-28,170,0.0,True,39
Azat Maksum,Men’s Flyweight,1477.51,46.7,1469.88,1469.88,1473.41,4,9.4,26.8,1499.08,73.4,1,3,0,0,4,2025-10-25,296,0.0,True,40
Daniel Barez,Men’s Flyweight,1477.15,46.6,1467.82,1467.82,1472.06,4,17.0,31.2,1491.23,73.4,1,3,0,0,4,2026-05-16,93,0.0,True,41
DongHun Choi,Men’s Flyweight,1474.61,46.3,1516.2,1516.2,1514.04,1,100.0,62.5,1500.0,46.1,1,0,0,1,1,2024-11-23,632,33.2,True,42
Carlos Hernandez,Men’s Flyweight,1469.66,45.6,1484.45,1484.45,1485.81,7,33.7,38.6,1512.58,92.2,3,4,0,0,6,2025-05-17,457,15.7,True,43
Cody Durden,Men’s Flyweight,1468.07,45.3,1467.86,1467.86,1457.33,13,25.4,32.1,1514.48,95.3,7,9,1,2,12,2026-07-11,37,0.0,True,44
Bruno Silva,Men’s Flyweight,1465.63,45.0,1455.4,1455.4,1493.37,11,19.4,27.7,1520.47,94.6,9,13,0,9,13,2026-06-06,72,0.0,True,45
Stewart Nicoll,Men’s Flyweight,1460.86,44.3,1442.36,1442.36,1449.5,4,0.0,21.4,1505.28,73.4,0,4,0,0,4,2026-07-18,30,0.0,True,46
Felipe dos Santos,Men’s Flyweight,1460.24,44.2,1473.93,1473.93,1476.93,4,18.5,32.0,1516.76,73.4,1,3,0,0,4,2025-03-22,513,21.3,True,47
Ode Osbourne,Men’s Flyweight,1459.42,44.1,1455.37,1455.37,1461.32,9,19.7,27.9,1500.63,93.6,5,8,0,3,7,2026-02-21,177,0.0,True,48
Kiru Sahota,Men’s Flyweight,1458.99,44.0,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2024-11-23,632,33.2,True,49
Jimmy Flick,Men’s Flyweight,1454.96,43.4,1469.59,1469.59,1473.52,6,18.7,29.1,1495.84,86.7,2,4,0,2,5,2025-04-26,478,17.8,True,50
Jose Johnson,Men’s Flyweight,1451.67,42.9,1470.87,1470.87,1473.92,2,17.8,31.6,1504.22,67.5,1,3,0,1,4,2025-01-11,583,28.3,True,51
CJ Vergara,Men’s Flyweight,1447.32,42.3,1466.56,1466.56,1471.54,8,20.6,28.6,1493.04,93.0,3,5,0,1,6,2025-03-29,506,20.6,True,52
Victor Altamirano,Men’s Flyweight,1432.86,40.3,1468.49,1468.49,1472.45,6,19.3,29.5,1486.38,86.7,2,4,0,1,5,2024-09-28,688,38.8,True,53
Jon Jones,Men’s Heavyweight,1635.7,69.0,1741.56,1741.56,1535.87,2,100.0,86.4,1600.09,82.5,19,0,0,11,2,2024-11-16,639,33.9,True,1
Ciryl Gane,Men’s Heavyweight,1627.72,67.9,1648.32,1648.32,1616.58,13,90.4,79.4,1626.34,95.3,11,2,0,7,6,2026-06-14,64,0.0,True,2
Alexander Volkov,Men’s Heavyweight,1616.6,66.5,1635.42,1635.42,1617.07,19,84.1,74.8,1575.41,96.7,14,5,0,7,6,2026-05-09,100,0.0,True,3
Tom Aspinall,Men’s Heavyweight,1602.19,64.6,1616.68,1616.68,1600.63,9,91.1,79.9,1582.73,93.6,8,1,0,8,4,2025-10-25,296,0.0,True,4
Sergei Pavlovich,Men’s Heavyweight,1591.54,63.1,1604.35,1604.35,1589.73,12,84.2,74.9,1574.98,95.0,9,3,0,7,7,2026-05-30,79,0.0,True,5
Curtis Blaydes,Men’s Heavyweight,1583.74,62.1,1606.15,1606.15,1592.98,20,40.7,43.2,1557.16,96.8,14,6,0,8,5,2026-04-11,128,0.0,True,6
Alex Pereira,Men’s Heavyweight,1582.34,61.9,1623.68,1623.68,1490.14,1,52.0,51.5,1610.18,76.7,10,3,0,8,10,2026-06-14,64,0.0,True,7
Stipe Miocic,Men’s Heavyweight,1565.46,59.5,1632.11,1632.11,1599.97,19,12.8,22.9,1640.28,96.7,14,5,0,9,1,2024-11-16,639,33.9,True,8
Martin Buday,Men’s Heavyweight,1557.12,58.3,1575.18,1575.18,1566.7,8,90.2,79.2,1495.5,93.0,7,1,0,1,6,2025-07-26,387,8.7,True,9
Jailton Almeida,Men’s Heavyweight,1553.62,57.8,1574.23,1574.23,1545.72,9,35.9,39.8,1559.77,93.6,8,3,0,7,9,2026-02-07,191,0.0,True,10
Vitor Petrino,Men’s Heavyweight,1553.17,57.8,1566.24,1566.24,1539.03,3,81.9,73.2,1508.68,86.0,7,2,0,4,9,2026-03-14,156,0.0,True,11
Derrick Lewis,Men’s Heavyweight,1551.93,57.6,1568.73,1568.73,1560.75,32,29.4,35.0,1544.6,97.9,20,12,0,16,7,2026-06-14,64,0.0,True,12
Valter Walker,Men’s Heavyweight,1551.25,57.5,1561.69,1561.69,1553.43,6,94.1,79.4,1500.6,86.7,5,1,0,5,6,2026-07-25,23,0.0,True,13
Waldo Cortes-Acosta,Men’s Heavyweight,1550.96,57.4,1567.73,1567.73,1558.23,9,67.0,62.4,1530.53,93.6,7,2,0,2,9,2025-08-23,359,5.9,True,14
Josh Hokit,Men’s Heavyweight,1547.63,57.0,1569.1,1569.1,1559.34,4,100.0,78.6,1563.42,73.4,4,0,0,3,4,2026-06-14,64,0.0,True,15
Serghei Spivac,Men’s Heavyweight,1545.19,56.6,1553.21,1553.21,1544.46,15,55.9,54.3,1557.58,95.9,9,6,0,6,6,2026-02-21,177,0.0,True,16
Ryan Spann,Men’s Heavyweight,1537.75,55.5,1550.35,1550.35,1514.1,3,68.9,63.8,1513.27,86.0,10,6,0,8,8,2026-04-25,114,0.0,True,17
Brando Pericic,Men’s Heavyweight,1528.89,54.2,1547.13,1547.13,1541.01,3,100.0,75.0,1506.8,65.8,3,0,0,3,3,2026-05-02,107,0.0,True,18
Waldo Cortes Acosta,Men’s Heavyweight,1528.35,54.2,1542.2,1542.2,1535.62,4,65.5,58.9,1581.26,73.4,3,1,0,3,4,2026-05-09,100,0.0,True,19
Mario Pinto,Men’s Heavyweight,1528.32,54.2,1546.02,1546.02,1540.03,3,100.0,75.0,1505.96,65.8,3,0,0,2,3,2026-03-21,149,0.0,True,20
Aleksandar Rakic,Men’s Heavyweight,1526.55,53.9,1536.05,1536.05,1514.71,1,46.6,47.5,1574.15,76.7,7,5,0,2,4,2026-08-01,16,0.0,True,21
Marcin Tybura,Men’s Heavyweight,1523.12,53.4,1535.3,1535.3,1531.18,25,22.6,30.1,1526.96,97.4,14,11,0,6,10,2026-08-01,16,0.0,True,22
Rizvan Kuniev,Men’s Heavyweight,1517.42,52.6,1525.75,1525.75,1520.64,3,79.2,64.6,1570.55,65.8,2,1,0,1,3,2026-07-25,23,0.0,True,23
Kennedy Nzechukwu,Men’s Heavyweight,1515.65,52.3,1523.4,1523.4,1510.78,4,49.0,49.3,1498.47,88.3,8,6,1,7,8,2025-12-13,247,0.0,True,24
Steven Asplund,Men’s Heavyweight,1510.55,51.6,1516.86,1516.86,1513.85,3,68.4,59.2,1512.04,65.8,2,1,0,1,3,2026-08-08,9,0.0,True,25
Mick Parkin,Men’s Heavyweight,1509.63,51.4,1544.15,1544.15,1538.49,5,63.0,58.1,1524.47,80.3,4,1,0,1,5,2025-03-22,513,21.3,True,26
Alexandr Romanov,Men’s Heavyweight,1509.5,51.4,1553.99,1553.99,1546.63,10,58.7,56.3,1531.26,94.2,7,3,0,4,5,2024-11-02,653,35.3,True,27
Hamdy Abdelwahab,Men’s Heavyweight,1509.23,51.4,1514.75,1514.75,1512.83,3,67.5,58.8,1501.94,65.8,2,1,0,0,3,2025-10-25,296,0.0,True,28
Jhonata Diniz,Men’s Heavyweight,1508.48,51.2,1514.05,1514.05,1512.18,5,48.9,49.3,1520.49,80.3,3,2,0,1,5,2025-10-11,310,1.0,True,29
Jovan Leka,Men’s Heavyweight,1507.81,51.1,1516.2,1516.2,1514.04,1,100.0,62.5,1500.0,46.1,1,0,0,1,1,2026-08-01,16,0.0,True,30
Mohammed Usman,Men’s Heavyweight,1507.8,51.1,1525.27,1525.27,1522.51,6,62.5,58.3,1499.37,86.7,4,2,0,1,5,2025-06-21,422,12.2,True,31
Gokhan Saricam,Men’s Heavyweight,1507.77,51.1,1516.14,1516.14,1514.0,1,100.0,62.5,1498.63,46.1,1,0,0,1,1,2026-04-18,121,0.0,True,32
Jose Montanha,Men’s Heavyweight,1507.47,51.1,1515.57,1515.57,1513.55,1,100.0,62.5,1486.4,46.1,1,0,0,1,1,2026-08-08,9,0.0,True,33
RJ Harris,Men’s Heavyweight,1507.45,51.1,1515.53,1515.53,1513.54,1,100.0,62.5,1485.72,46.1,1,0,0,1,1,2026-07-18,30,0.0,True,34
Gable Steveson,Men’s Heavyweight,1507.4,51.1,1515.45,1515.45,1513.47,1,100.0,62.5,1483.8,46.1,1,0,0,1,1,2026-07-11,37,0.0,True,35
Shamil Gaziev,Men’s Heavyweight,1507.18,51.1,1514.13,1514.13,1512.36,5,33.9,39.9,1521.38,80.3,3,2,0,2,5,2026-05-02,107,0.0,True,36
Tallison Teixeira,Men’s Heavyweight,1503.89,50.6,1505.97,1505.97,1504.34,4,42.3,45.6,1552.0,73.4,2,2,0,1,4,2026-05-30,79,0.0,True,37
Jairzinho Rozenstruik,Men’s Heavyweight,1502.83,50.4,1537.63,1537.63,1531.3,14,38.0,41.3,1553.37,95.6,8,6,0,7,4,2025-02-01,562,26.2,True,38
Tyrell Fortune,Men’s Heavyweight,1500.64,50.1,1501.36,1501.36,1500.86,2,42.7,47.1,1537.11,57.1,1,1,0,0,2,2026-07-25,23,0.0,True,39
Denzel Freeman,Men’s Heavyweight,1499.26,49.9,1498.86,1498.86,1499.0,2,44.6,47.9,1508.71,57.1,1,1,0,0,2,2026-01-24,205,0.0,True,40
Ante Delija,Men’s Heavyweight,1493.3,49.0,1489.73,1489.73,1490.55,3,25.9,38.0,1540.9,65.8,1,2,0,1,3,2026-02-21,177,0.0,True,41
Allen Frye Jr.,Men’s Heavyweight,1492.62,48.9,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2025-12-13,247,0.0,True,42
Marek Bujlo,Men’s Heavyweight,1492.62,48.9,1485.0,1485.0,1487.0,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2025-11-22,268,0.0,True,43
Alexander Poppeck,Men’s Heavyweight,1492.19,48.9,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2026-08-01,16,0.0,True,44
Max Gimenis,Men’s Heavyweight,1492.19,48.9,1483.8,1483.8,1485.96,1,0.0,37.5,1500.0,46.1,0,1,0,0,1,2025-11-08,282,0.0,True,45
