fighter,division,sample,data_completeness,td_attempts_per15,td_landed_per15,td_accuracy,repeat_attempt_rate,control_per15,control_seconds_per_td_landed,td_defense,opponent_td_attempts_per15,opponent_control_per15,opponent_control_seconds_per_td_allowed,sub_attempts_per15,opponent_sub_attempts_per15,submission_loss_rate,active_wrestling_rounds,repeat_attempt_rounds,td_attempts_per15_pct,td_landed_per15_pct,td_accuracy_pct,repeat_attempt_rate_pct,control_per15_pct,control_seconds_per_td_landed_pct,td_defense_pct,opponent_control_per15_pct,opponent_control_seconds_per_td_allowed_pct,sub_attempts_per15_pct,opponent_sub_attempts_per15_pct,submission_loss_rate_pct,chain_wrestling_score,control_retention_score,takedown_resistance_score,bottom_escape_score,submission_pressure_score,submission_resistance_score
Deiveson Figueiredo,Men’s Bantamweight,8,1.0,6.379208505611341,1.860602480803308,0.2916666666666667,0.7894736842105263,2.2327229769639696,72.0,0.5625,2.1264028352037805,1.8495274660366214,119.28571428571429,0.26580035440047256,0.13290017720023628,0.25,19,15,70.40816326530613,66.3265306122449,41.11111111111111,75.55555555555556,45.91836734693878,18.75,33.33333333333333,56.12244897959184,34.11764705882354,55.10204081632652,57.142857142857146,20.918367346938783,62.35827664399093,32.33418367346939,44.72789115646258,45.12004801920769,50.51020408163265,41.060424169667876
Aiemann Zahabi,Men’s Bantamweight,8,1.0,0.1701001701001701,0.0,0.0,0.0,0.5216405216405217,,1.0,2.211302211302211,0.019845019845019844,,0.0,0.0,0.0,1,0,10.204081632653061,9.693877551020408,6.111111111111111,7.222222222222221,19.387755102040817,,96.23655913978494,97.95918367346938,,19.387755102040817,81.12244897959184,62.244897959183675,7.845804988662131,19.387755102040817,97.09787140662716,97.95918367346938,19.387755102040817,80.4421768707483
Raul Rosas Jr.,Men’s Bantamweight,7,1.0,12.464788732394366,6.76056338028169,0.5423728813559322,1.0,8.53169014084507,75.71875,0.33333333333333337,0.6338028169014085,2.285211267605634,324.5,0.8450704225352113,0.6338028169014085,0.0,15,15,93.87755102040816,97.95918367346938,86.66666666666667,95.0,97.95918367346938,22.5,11.827956989247312,51.02040816326531,3.5294117647058885,79.59183673469387,25.510204081632654,62.244897959183675,91.84807256235827,60.22959183673469,31.42418257625631,27.2749099639856,88.77551020408163,38.34333733493398
Montel Jackson,Men’s Bantamweight,8,1.0,3.1494442157266365,1.2968299711815563,0.4117647058823529,0.625,3.9985590778097975,185.0,0.6904761904761905,7.780979827089337,3.2204610951008643,80.23076923076923,0.3705228489090161,0.9263071222725401,0.0,8,5,45.91836734693878,52.04081632653062,71.11111111111111,53.888888888888886,73.46938775510205,83.75,58.06451612903226,35.714285714285715,52.94117647058824,62.244897959183675,16.3265306122449,62.244897959183675,56.972789115646265,78.60969387755102,46.88940092165899,44.32773109243698,67.85714285714286,40.96638655462185
Chris Gutierrez,Men’s Bantamweight,8,1.0,0.6844106463878328,0.13688212927756654,0.2,0.0,0.27604562737642585,121.0,0.5652173913043479,3.1482889733840307,3.768821292775666,165.2,0.0,0.0,0.0,5,0,15.306122448979592,20.408163265306122,27.22222222222222,7.222222222222221,10.204081632653061,61.25000000000001,34.40860215053764,27.551020408163257,16.47058823529412,19.387755102040817,81.12244897959184,62.244897959183675,16.583522297808013,35.727040816326536,30.97981127935045,22.01080432172869,14.795918367346939,55.12605042016807
Payton Talbott,Men’s Bantamweight,6,1.0,1.946998377501352,0.973499188750676,0.5,0.3333333333333333,3.3301784748512713,205.25,0.72,12.16873985938345,5.2366143861546774,92.21428571428571,0.243374797187669,0.486749594375338,0.0,6,2,26.53061224489796,40.816326530612244,82.22222222222221,22.77777777777778,62.244897959183675,86.25,60.215053763440864,15.306122448979599,43.52941176470589,52.04081632653062,35.714285714285715,62.244897959183675,43.843537414965986,74.24744897959184,37.76058810621023,29.417767106842746,57.142857142857146,42.45898359343738
Daniel Marcos,Men’s Bantamweight,7,1.0,2.9947152084556663,1.5854374633000585,0.5294117647058824,0.5555555555555556,2.774515560775103,105.0,0.8571428571428572,3.6993540810334697,2.0463887257780384,232.33333333333334,0.17615971814445097,0.17615971814445097,0.0,9,5,41.83673469387755,58.16326530612245,85.0,45.55555555555556,55.10204081632652,51.24999999999999,84.40860215053763,54.08163265306123,12.941176470588236,48.97959183673469,52.04081632653062,62.244897959183675,57.464096749811034,53.176020408163254,69.24511740179943,33.51140456182473,52.0408163265306,49.26570628251301
Adrian Yanez,Men’s Bantamweight,8,1.0,0.23160061760164694,0.0,0.0,0.0,0.43232115285640765,,0.6666666666666667,2.779207411219763,1.4050437467833248,91.0,0.0,0.0,0.0,1,0,12.244897959183673,9.693877551020408,6.111111111111111,7.222222222222221,16.3265306122449,,53.2258064516129,69.38775510204081,45.88235294117647,19.387755102040817,81.12244897959184,62.244897959183675,8.526077097505668,16.3265306122449,61.306780776826855,57.63505402160864,17.857142857142858,67.00080032012805
Marcus McGhee,Men’s Bantamweight,6,1.0,2.1479713603818618,0.23866348448687352,0.1111111111111111,1.0,0.6881463802704852,173.0,0.9,2.386634844868735,1.2529832935560858,315.0,0.23866348448687352,0.0,0.0,4,4,27.55102040816326,23.46938775510204,15.555555555555555,95.0,22.448979591836736,81.25,91.39784946236558,73.46938775510205,7.0588235294117725,51.02040816326531,81.12244897959184,62.244897959183675,46.0355253212396,51.849489795918366,82.43361860873381,40.26410564225691,36.734693877551024,61.21048419367747
Henry Cejudo,Men’s Bantamweight,8,1.0,5.60864146240133,1.2463647694225177,0.2222222222222222,0.6666666666666666,2.1645201495637725,104.2,0.675,4.985459077690071,1.576651433319485,58.38461538461539,0.12463647694225176,0.12463647694225176,0.0,21,14,67.3469387755102,51.02040816326531,30.0,60.0,44.89795918367347,50.0,56.98924731182796,61.22448979591837,78.8235294117647,43.87755102040816,60.204081632653065,62.244897959183675,52.448979591836725,47.44897959183673,59.10686855387317,70.02400960384153,44.38775510204081,64.15766306522609
Ricky Simon,Men’s Bantamweight,8,1.0,8.977900552486188,1.9337016574585637,0.2153846153846154,0.8181818181818182,3.098526703499079,96.14285714285714,0.8666666666666667,2.0718232044198897,0.20257826887661143,44.0,0.13812154696132597,0.0,0.0,22,18,85.71428571428571,68.36734693877551,28.888888888888886,77.77777777777779,58.16326530612245,45.0,86.02150537634408,94.89795918367346,92.94117647058823,45.91836734693878,81.12244897959184,62.244897959183675,64.12698412698413,51.58163265306122,90.45973228000878,93.91956782713085,52.04081632653062,79.09563825530212
Charles Jourdain,Men’s Bantamweight,8,1.0,3.5026628430970916,0.9217533797623925,0.2631578947368421,0.5,2.10467021712413,137.0,0.4242424242424242,6.08357230643179,3.505735354362966,60.05263157894737,0.737402703809914,0.1843506759524785,0.0,10,5,47.95918367346938,39.795918367346935,33.33333333333333,38.88888888888889,43.87755102040816,68.75,16.129032258064516,31.63265306122449,77.6470588235294,75.51020408163265,47.95918367346939,62.244897959183675,40.0604686318972,56.31377551020408,23.880842659644504,54.63985594237695,59.69387755102041,54.94797919167667
Marlon Vera,Men’s Bantamweight,8,1.0,0.19700120389624604,0.0,0.0,0.0,0.26102659516252597,,0.75,3.9400240779249205,1.259166028236839,76.7,0.09850060194812302,0.0,0.0,2,0,11.224489795918368,9.693877551020408,6.111111111111111,7.222222222222221,9.183673469387756,,65.59139784946237,72.44897959183673,55.294117647058826,40.816326530612244,81.12244897959184,62.244897959183675,8.185941043083899,9.183673469387756,69.02018872064954,63.87154861944778,25.0,69.0796318527411
Rob Font,Men’s Bantamweight,8,1.0,1.64126611957796,0.23446658851113714,0.14285714285714285,0.18181818181818182,0.6662758890191481,170.5,0.22448979591836737,5.74443141852286,5.54904259476358,74.73684210526316,0.11723329425556857,0.11723329425556857,0.0,11,2,23.46938775510204,22.448979591836736,17.22222222222222,15.555555555555555,21.428571428571427,80.0,5.376344086021505,12.24489795918368,61.1764705882353,41.83673469387755,61.22448979591837,62.244897959183675,18.749055177626605,50.714285714285715,8.810621022602593,36.71068427370949,31.632653061224488,53.39335734293718
Davey Grant,Men’s Bantamweight,8,1.0,0.7238217789930835,0.0,0.0,0.0,0.2991796686504746,,0.6923076923076923,3.7638732507640342,1.447643557986167,75.0,0.14476435579861668,0.28952871159723337,0.3333333333333333,5,0,16.3265306122449,9.693877551020408,6.111111111111111,7.222222222222221,13.26530612244898,,59.13978494623656,65.30612244897958,57.64705882352941,47.95918367346938,44.89795918367348,15.81632653061225,9.886621315192743,13.26530612244898,62.22295369760807,61.4765906362545,30.61224489795918,40.73029211684675
