fighter,division,sample,minutes,data_completeness,sig_landed_per_min,sig_attempted_per_min,sig_absorbed_per_min,sig_diff_per_min,sig_accuracy,sig_defense,kd_per15,kd_absorbed_per15,td_per15,td_accuracy,td_defense,sub_attempts_per15,control_share,finish_loss_rate,ground_strike_share,clinch_strike_share,distance_strike_share,sig_diff_per_min_pct,sig_accuracy_pct,sig_defense_pct,kd_per15_pct,td_per15_pct,td_accuracy_pct,td_defense_pct,sub_attempts_per15_pct,control_share_pct,kd_absorbed_per15_pct,finish_loss_rate_pct,sig_attempted_per_min_pct,striking_score,wrestling_score,grappling_score,durability_score,pace_score
Cameron VanCamp,Men’s Lightweight,2,6.4,1.0,5.3125,11.09375,6.40625,-1.09375,0.4788732394366197,0.4057971014492754,0.0,4.6875,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,33.70165745856354,67.67955801104972,8.83977900552486,27.071823204419886,9.94475138121547,,,22.790055248618785,1.662049861495845,1.3812154696132595,12.016574585635361,88.95027624309392,34.32320441988951,5.8034006213556575,11.465618830443367,7.412523020257827,88.95027624309392
Jorge de Oliveira,Men’s Lightweight,2,18.2,1.0,1.2637362637362637,3.956043956043956,4.835164835164836,-3.571428571428572,0.3194444444444444,0.48538011695906436,0.0,0.0,0.0,,0.2222222222222222,0.0,0.0,0.5,0.0,0.30434782608695654,0.6956521739130435,5.524861878453039,12.98342541436464,29.83425414364641,27.071823204419886,9.94475138121547,,9.411764705882353,22.790055248618785,1.662049861495845,79.28176795580112,48.204419889502766,12.70718232044199,18.853591160220994,7.0061886495312224,11.465618830443367,52.440147329650095,12.70718232044199
Roger Bowling,Men’s Lightweight,3,24.4,1.0,3.237704918032787,8.729508196721312,4.8770491803278695,-1.6393442622950825,0.37089201877934275,0.4892703862660944,0.0,0.6147540983606558,3.0737704918032787,0.7142857142857143,0.25,1.8442622950819674,0.5010845986984815,1.0,0.08860759493670886,0.06329113924050633,0.8481012658227848,20.441988950276244,24.30939226519337,31.215469613259668,27.071823204419886,87.84530386740332,91.0979228486647,10.882352941176471,93.92265193370166,60.387811634349035,24.033149171270715,12.016574585635361,67.40331491712708,25.75966850828729,62.553347822898374,80.71858914515134,22.421731123388582,67.40331491712708
Cain Carrizosa,Men’s Lightweight,2,16.2,1.0,2.7160493827160495,6.419753086419753,5.802469135802469,-3.0864197530864197,0.4230769230769231,0.5104166666666667,0.9259259259259259,0.0,0.0,0.0,0.1428571428571429,0.0,0.11434108527131782,0.5,0.0,0.045454545454545456,0.9545454545454546,7.18232044198895,44.47513812154696,39.226519337016576,93.92265193370166,9.94475138121547,6.973293768545995,7.205882352941176,22.790055248618785,12.742382271468145,79.28176795580112,48.204419889502766,36.187845303867405,46.20165745856353,9.216577443542697,15.1590629671008,55.57090239410682,36.187845303867405
Yoislandy Izquierdo,Men’s Lightweight,2,21.46666666666667,1.0,2.934782608695652,5.636645962732919,1.3975155279503104,1.5372670807453415,0.5206611570247934,0.2682926829268293,0.0,0.0,0.0,0.0,0.5,0.0,0.019704433497536946,0.5,0.031746031746031744,0.1111111111111111,0.8571428571428571,94.1988950276243,84.80662983425414,0.8287292817679558,27.071823204419886,9.94475138121547,6.973293768545995,34.85294117647059,22.790055248618785,4.986149584487535,79.28176795580112,48.204419889502766,28.45303867403315,51.72651933701657,14.189283977679896,12.573652071440597,42.771639042357286,28.45303867403315
Rodrigo de Lima,Men’s Lightweight,2,22.53333333333333,1.0,1.28698224852071,3.8165680473372783,5.502958579881657,-4.215976331360947,0.3372093023255814,0.32608695652173914,0.0,1.3313609467455623,2.6627218934911245,0.36363636363636365,0.0,1.3313609467455623,0.5233100233100233,0.5,0.2413793103448276,0.034482758620689655,0.7241379310344828,2.7624309392265194,16.85082872928177,2.7624309392265194,27.071823204419886,83.14917127071824,57.12166172106825,3.088235294117647,90.88397790055248,62.04986149584487,8.28729281767955,48.204419889502766,10.773480662983426,12.361878453038674,51.35223244543726,78.69433688903854,19.75138121546961,10.773480662983426
Leonardo Mafra,Men’s Lightweight,4,35.38333333333333,1.0,4.55016486104569,9.382948657560057,4.380593499764484,0.1695713612812062,0.48493975903614456,0.4363636363636364,0.0,1.2717852096090438,2.119642016015073,0.8333333333333334,0.6923076923076923,0.4239284032030146,0.37207207207207205,1.0,0.11180124223602485,0.08695652173913043,0.8012422360248447,69.33701657458563,69.88950276243095,16.022099447513813,27.071823204419886,74.58563535911603,93.76854599406528,62.94117647058823,62.430939226519335,44.04432132963989,8.701657458563538,12.016574585635361,74.30939226519338,45.58011049723757,68.83491978835235,60.35363197175841,12.246777163904236,74.30939226519338
Danilo Belluardo,Men’s Lightweight,2,8.566666666666666,1.0,1.517509727626459,2.4513618677042803,4.785992217898833,-3.2684824902723735,0.6190476190476191,0.41428571428571426,0.0,0.0,3.501945525291829,1.0,0.5,0.0,0.793939393939394,1.0,0.38461538461538464,0.0,0.6153846153846154,6.629834254143646,98.06629834254143,11.049723756906078,27.071823204419886,92.5414364640884,97.18100890207715,34.85294117647059,22.790055248618785,88.64265927977839,79.28176795580112,12.016574585635361,3.591160220994475,35.70441988950276,78.30451145560363,67.99138366416186,34.11602209944752,3.591160220994475
Cesar Arzamendia,Men’s Lightweight,2,6.15,1.0,5.365853658536585,11.869918699186991,5.203252032520325,0.16260162601625971,0.4520547945205479,0.5616438356164384,0.0,7.317073170731707,7.317073170731707,0.75,,2.4390243902439024,0.5859375,1.0,0.0,0.2727272727272727,0.7272727272727273,69.06077348066299,56.353591160220994,63.812154696132595,27.071823204419886,99.17127071823204,91.69139465875371,,97.51381215469614,70.3601108033241,0.8287292817679557,12.016574585635361,92.26519337016575,54.074585635359114,87.07425872676994,89.01506455875075,25.552486187845307,92.26519337016575
Rodrigo Damm,Men’s Lightweight,7,89.63333333333334,1.0,3.860171067311268,10.542952770546671,5.901822238750465,-2.041651171439197,0.36613756613756615,0.5774760383386581,0.0,0.33469691335068796,0.5020453700260319,0.17647058823529413,0.9166666666666666,0.33469691335068796,0.5798319327731093,0.25,0.008670520231213872,0.031791907514450865,0.9595375722543352,14.917127071823206,23.480662983425415,68.50828729281768,27.071823204419886,29.55801104972376,22.255192878338278,92.20588235294119,57.4585635359116,68.97506925207756,43.370165745856355,71.13259668508289,83.42541436464089,33.494475138121544,53.2485388832702,51.997214612570964,61.003683241252304,83.42541436464089
