bucket,games,avg_model_probability,actual_win_rate,calibration_gap
50-55%,491,0.524852149249019,0.5193482688391039,0.005503880409915118
55-60%,440,0.5747386026723351,0.5931818181818181,-0.018443215509483024
60-65%,333,0.6241863475336485,0.6426426426426426,-0.018456295108994047
65-70%,290,0.6730977081244245,0.6724137931034483,0.0006839150209762002
70-75%,174,0.7224251338048944,0.7701149425287356,-0.04768980872384121
75-80%,115,0.7717575792879554,0.6956521739130435,0.07610540537491195
80-85%,79,0.8208216993150501,0.8227848101265823,-0.0019631108115322204
85-90%,29,0.8687836664422264,0.8275862068965517,0.041197459545674664
90%+,3,0.9048362550742571,1.0,-0.09516374492574287
