bucket,games,avg_model_probability,actual_win_rate,calibration_gap
50-55%,483,0.5251752859724753,0.515527950310559,0.009647335661916334
55-60%,416,0.5745437903075754,0.6009615384615384,-0.026417748153963028
60-65%,342,0.6236172331838478,0.6432748538011696,-0.01965762061732179
65-70%,284,0.6731685628674706,0.647887323943662,0.025281238923808624
70-75%,189,0.7223921044454173,0.7671957671957672,-0.04480366275034986
75-80%,118,0.7727383966512963,0.7033898305084746,0.0693485661428217
80-85%,85,0.8227225937713595,0.8235294117647058,-0.0008068179933463648
85-90%,32,0.8696955976762578,0.78125,0.08844559767625781
90%+,5,0.9073245584196936,1.0,-0.09267544158030638
