season,denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
2019,11.5,266,0.6375110868570196,0.22429164889891945,0.5389837154212179,0.5225563909774437
2020,11.5,268,0.6331061770587291,0.22009491816499752,0.5361635170735692,0.5
2021,11.5,284,0.667130755959854,0.23509323773472104,0.5349694090220278,0.5176056338028169
2022,11.5,282,0.6429897316423357,0.2264594332350578,0.5348654232351724,0.5673758865248227
2023,11.5,285,0.6616041892009457,0.23459427205525513,0.5369116089309263,0.5649122807017544
2024,11.5,285,0.627620703862905,0.21848799547252223,0.5327256359515573,0.5473684210526316
2025,11.5,284,0.6304642131696753,0.2207526416814932,0.5329014806716339,0.5352112676056338
