season,denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
2019,12.0,266,0.6373881443886074,0.22419522819097643,0.5376731154320351,0.5225563909774437
2020,12.0,268,0.6334820792364686,0.22038272434197298,0.5349250595754534,0.5
2021,12.0,284,0.6656157402689588,0.23470456536307718,0.533788459013083,0.5176056338028169
2022,12.0,282,0.6434491138879942,0.22660471784394423,0.533647388835544,0.5673758865248227
2023,12.0,285,0.6608827211206677,0.23431582865000355,0.5356186963081913,0.5649122807017544
2024,12.0,285,0.6279945446538822,0.21869461698774909,0.5317069427520464,0.5473684210526316
2025,12.0,284,0.6308830241126948,0.22087525940693262,0.531806263621563,0.5352112676056338
