season,denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
2019,11.75,266,0.637426519023792,0.22423450907276113,0.538318329507618,0.5225563909774437
2020,11.75,268,0.6332782767252318,0.22023474852655534,0.5355344738403991,0.5
2021,11.75,284,0.6663336098565714,0.23488867196344373,0.5343697688197744,0.5176056338028169
2022,11.75,282,0.6432086233052737,0.22652667487749645,0.534246455633825,0.5673758865248227
2023,11.75,285,0.661216754437223,0.23444547354115797,0.5362546008647288,0.5649122807017544
2024,11.75,285,0.6277899562068282,0.21858551494097483,0.5322094665978703,0.5473684210526316
2025,11.75,284,0.6306577739344846,0.2208069637660134,0.5323456971127188,0.5352112676056338
