denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
10.5,1954,0.6438938762803333,0.22595093662931676,0.5379411464279586,0.5368474923234391
10.55,1954,0.643827102056795,0.22593258686937687,0.537801974121998,0.5368474923234391
10.600000000000001,1954,0.6437632792227361,0.22591515785792787,0.5376636993559113,0.5368474923234391
10.650000000000002,1954,0.6437023407884217,0.2258986323287881,0.5375263147441414,0.5368474923234391
10.700000000000003,1954,0.6436442213674681,0.22588299333675865,0.5373898129623039,0.5368474923234391
10.750000000000004,1954,0.6435888571338129,0.22586822425125339,0.5372541867470028,0.5368474923234391
10.800000000000004,1954,0.643536185779986,0.22585430875006496,0.5371194288956251,0.5368474923234391
10.850000000000005,1954,0.6434861464766384,0.22584123081326404,0.5369855322661241,0.5368474923234391
10.900000000000006,1954,0.6434386798332867,0.2258289747172284,0.5368524897767882,0.5368474923234391
10.950000000000006,1954,0.6433937278602326,0.22581752502879907,0.5367202944059961,0.5368474923234391
11.000000000000007,1954,0.6433512339316153,0.2258068665995605,0.5365889391919597,0.5368474923234391
11.050000000000008,1954,0.6433111427495624,0.22579698456024197,0.5364584172324558,0.5368474923234391
11.100000000000009,1954,0.6432734003094014,0.22578786431523773,0.5363287216845459,0.5368474923234391
11.15000000000001,1954,0.6432379538658966,0.22577949153724267,0.5361998457642876,0.5368474923234391
11.20000000000001,1954,0.643204751900476,0.2257718521620012,0.536071782746433,0.5368474923234391
11.25000000000001,1954,0.6431737440894196,0.22576493238316736,0.5359445259641212,0.5368474923234391
11.300000000000011,1954,0.6431448812729736,0.22575871864727184,0.5358180688085614,0.5368474923234391
11.350000000000012,1954,0.643118115425362,0.22575319764879592,0.5356924047287057,0.5368474923234391
11.400000000000013,1954,0.6430933996256668,0.22574835632534812,0.5355675272309179,0.5368474923234391
11.450000000000014,1954,0.6430706880295476,0.2257441818529417,0.5354434298786328,0.5368474923234391
11.500000000000014,1954,0.6430499358417754,0.22574066164137133,0.5353201062920095,0.5368474923234391
11.550000000000015,1954,0.6430310992895503,0.22573778332968572,0.5351975501475802,0.5368474923234391
11.600000000000016,1954,0.643014135596584,0.225735534781755,0.5350757551778901,0.5368474923234391
11.650000000000016,1954,0.6429990029579182,0.22573390408193023,0.534954715171136,0.5368474923234391
11.700000000000017,1954,0.6429856605154551,0.2257328795307928,0.534834423970797,0.5368474923234391
11.750000000000018,1954,0.6429740683341825,0.22573244964099232,0.5347148754752614,0.5368474923234391
11.800000000000018,1954,0.6429641873790644,0.22573260313317048,0.5345960636374522,0.5368474923234391
11.85000000000002,1954,0.6429559794925835,0.22573332893196937,0.5344779824644446,0.5368474923234391
11.90000000000002,1954,0.6429494073729098,0.22573461616212193,0.5343606260170829,0.5368474923234391
11.95000000000002,1954,0.6429444345526769,0.22573645414462312,0.5342439884095942,0.5368474923234391
12.000000000000021,1954,0.642941025378349,0.22573883239298007,0.5341280638091982,0.5368474923234391
12.050000000000022,1954,0.6429391449901593,0.2257417406095388,0.5340128464357158,0.5368474923234391
12.100000000000023,1954,0.6429387593026006,0.22574516868188682,0.5338983305611741,0.5368474923234391
12.150000000000023,1954,0.6429398349854532,0.22574910667932888,0.5337845105094112,0.5368474923234391
12.200000000000024,1954,0.6429423394453333,0.22575354484943544,0.533671380655678,0.5368474923234391
12.250000000000025,1954,0.6429462408077435,0.22575847361466098,0.5335589354262391,0.5368474923234391
12.300000000000026,1954,0.6429515078996151,0.2257638835690315,0.5334471692979723,0.5368474923234391
12.350000000000026,1954,0.6429581102323207,0.2257697654748996,0.5333360767979676,0.5368474923234391
12.400000000000027,1954,0.6429660179851499,0.22577611025976538,0.5332256525031248,0.5368474923234391
12.450000000000028,1954,0.6429752019892279,0.22578290901316184,0.5331158910397517,0.5368474923234391
12.500000000000028,1954,0.6429856337118679,0.22579015298360328,0.53300678708316,0.5368474923234391
12.55000000000003,1954,0.6429972852413428,0.22579783357559569,0.5328983353572634,0.5368474923234391
12.60000000000003,1954,0.6430101292720627,0.22580594234670745,0.5327905306341731,0.5368474923234391
12.65000000000003,1954,0.6430241390901476,0.22581447100469887,0.5326833677337964,0.5368474923234391
12.700000000000031,1954,0.6430392885593845,0.22582341140471,0.5325768415234331,0.5368474923234391
12.750000000000032,1954,0.6430555521075532,0.22583275554650442,0.5324709469173735,0.5368474923234391
