denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
8.25,1954,0.6514611455072461,0.22808681677780926,0.545264494849799,0.5368474923234391
11.5,1954,0.6430499358417754,0.22574066164137133,0.5353201062920095,0.5368474923234391
11.75,1954,0.6429740683341824,0.22573244964099232,0.5347148754752614,0.5368474923234391
12.0,1954,0.642941025378349,0.22573883239298007,0.5341280638091983,0.5368474923234391
12.1,1954,0.6429387593026006,0.22574516868188682,0.5338983305611741,0.5368474923234391
12.25,1954,0.6429462408077437,0.22575847361466098,0.5335589354262391,0.5368474923234391
12.5,1954,0.6429856337118679,0.2257901529836033,0.5330067870831602,0.5368474923234391
