season,denominator,games,log_loss,brier,mean_probability,actual_home_win_rate
2019,12.5,266,0.6374311294696613,0.22416432894133312,0.5364400264468778,0.5225563909774437
2020,12.5,268,0.6339697236545536,0.22069931676838847,0.533761891544599,0.5
2021,12.5,284,0.664390296675146,0.23439186541307597,0.5326778968009482,0.5176056338028169
2022,12.5,282,0.6439835917824189,0.2267885248968734,0.5325055316870041,0.5673758865248227
2023,12.5,285,0.6603548926156239,0.2341078727364388,0.5344066136221296,0.5649122807017544
2024,12.5,285,0.6284932555066014,0.21894284705252565,0.5307411531324214,0.5473684210526316
2025,12.5,284,0.6314134596528936,0.22104831549137807,0.530774055772611,0.5352112676056338
