bucket,games,avg_model_probability,actual_win_rate,calibration_gap
50-55%,490,0.5250075461403194,0.5183673469387755,0.006640199201543906
55-60%,433,0.5748317726898119,0.5912240184757506,-0.016392245785938675
60-65%,334,0.6240449684923987,0.6497005988023952,-0.025655630309996513
65-70%,286,0.6728220742712464,0.6643356643356644,0.008486409935582029
70-75%,183,0.7223317157801616,0.7650273224043715,-0.0426956066242099
75-80%,114,0.7724156403968658,0.7192982456140351,0.05311739478283073
80-85%,82,0.8218733343453346,0.7926829268292683,0.029190407516066275
85-90%,28,0.8694979402571292,0.8214285714285714,0.048069368828557835
90%+,4,0.9049003164804775,1.0,-0.09509968351952247
