bucket,games,avg_model_probability,actual_win_rate,calibration_gap
50-55%,502,0.5246108767113052,0.5219123505976095,0.0026985261136956984
55-60%,457,0.5745542317485371,0.6017505470459519,-0.02719631529741473
60-65%,347,0.625451844860208,0.6570605187319885,-0.03160867387178046
65-70%,268,0.6733010743322518,0.6567164179104478,0.016584656421804067
70-75%,176,0.7222242598042152,0.7613636363636364,-0.039139376559421124
75-80%,110,0.7733943258895456,0.7,0.07339432588954564
80-85%,71,0.8217207009261215,0.8591549295774648,-0.03743422865134327
85-90%,22,0.8718381540460549,0.7727272727272727,0.0991108813187822
90%+,1,0.902751046597072,1.0,-0.09724895340292805
