tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced
20240108,Adelaide International,Hard,A,R128,Shevchenko A.,Etcheverry T.,48,30.0,7-6 4-6 7-5,,,,,,,,,,,,,,,,,,,,
20240108,Adelaide International,Hard,A,R128,Kecmanovic M.,Mcdonald M.,55,42.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240108,Adelaide International,Hard,A,R128,Lajovic D.,Kokkinakis T.,52,68.0,3-6 6-1 6-4,,,,,,,,,,,,,,,,,,,,
20240108,Adelaide International,Hard,A,R128,Arnaldi M.,Zapata Miralles B.,41,77.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,O Connell C.,Rinderknech A.,71,97.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Bolt A.,Seyboth Wild T.,325,78.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Thompson J.,Diaz Acosta F.,47,93.0,6-2 6-2,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Sonego L.,Hanfmann Y.,46,49.0,7-5 2-6 7-6,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Lehecka J.,Walton A.,32,176.0,6-1 6-3,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Bublik A.,Mccabe J.,31,278.0,6-2 6-3,,,,,,,,,,,,,,,,,,,,
20240109,Adelaide International,Hard,A,R128,Evans D.,Hijikata R.,40,70.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,O Connell C.,Shevchenko A.,71,48.0,6-3 6-1,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Jarry N.,Arnaldi M.,18,41.0,6-7 7-6 6-4,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Draper J.,Kecmanovic M.,62,55.0,5-7 7-6 7-6,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Korda S.,Sonego L.,29,46.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Paul T.,Bolt A.,14,325.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Lehecka J.,Lajovic D.,32,52.0,7-5 4-6 6-3,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Bublik A.,Evans D.,31,40.0,4-6 6-2 6-1,,,,,,,,,,,,,,,,,,,,
20240110,Adelaide International,Hard,A,R64,Musetti L.,Thompson J.,25,47.0,6-4 6-1,,,,,,,,,,,,,,,,,,,,
20240111,Adelaide International,Hard,A,QF,Korda S.,O Connell C.,29,71.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20240111,Adelaide International,Hard,A,QF,Lehecka J.,Jarry N.,32,18.0,6-4 7-5,,,,,,,,,,,,,,,,,,,,
20240111,Adelaide International,Hard,A,QF,Bublik A.,Musetti L.,31,25.0,6-3 6-7 7-5,,,,,,,,,,,,,,,,,,,,
20240111,Adelaide International,Hard,A,QF,Draper J.,Paul T.,62,14.0,6-1 6-4,,,,,,,,,,,,,,,,,,,,
20240112,Adelaide International,Hard,A,SF,Lehecka J.,Korda S.,32,29.0,6-2 6-1,,,,,,,,,,,,,,,,,,,,
20240112,Adelaide International,Hard,A,SF,Draper J.,Bublik A.,62,31.0,7-6 6-4,,,,,,,,,,,,,,,,,,,,
20240113,Adelaide International,Hard,A,F,Lehecka J.,Draper J.,32,62.0,4-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20240107,ASB Classic,Hard,A,R128,Altmaier D.,Giron M.,57,60.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,
20240107,ASB Classic,Hard,A,R128,Daniel T.,Vukic A.,74,63.0,7-5 7-5,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Van Assche L.,Wolf J.J.,87,54.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Tabilo A.,Gojo B.,82,91.0,1-6 6-3 6-2,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Van De Zandschulp B.,Eubanks C.,59,34.0,7-6 6-2,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Muller A.,Bonzi B.,79,110.0,6-3 7-5,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Borges N.,Michelsen A.,66,92.0,0-6 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Marozsan F.,Monfils G.,65,75.0,6-4 6-7 7-6,,,,,,,,,,,,,,,,,,,,
20240108,ASB Classic,Hard,A,R128,Carballes Baena R.,Bautista Agut R.,67,51.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20240109,ASB Classic,Hard,A,R128,Ofner S.,Shapovalov D.,37,116.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240109,ASB Classic,Hard,A,R128,Purcell M.,Pannu K.,45,716.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20240109,ASB Classic,Hard,A,R128,Fils A.,Gasquet R.,35,76.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240109,ASB Classic,Hard,A,R64,Muller A.,Cerundolo F.,79,22.0,6-1 6-1,,,,,,,,,,,,,,,,,,,,
20240109,ASB Classic,Hard,A,R64,Altmaier D.,Auger-Aliassime F.,57,27.0,7-6 7-5,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Daniel T.,Purcell M.,74,45.0,6-2 6-4,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Shelton B.,Marozsan F.,16,65.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Carballes Baena R.,Ofner S.,67,37.0,7-5 6-3,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Fils A.,Borges N.,35,66.0,6-2 6-0,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Tabilo A.,Van De Zandschulp B.,82,59.0,7-5 6-3,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,R64,Norrie C.,Van Assche L.,19,87.0,6-3 6-7 6-1,,,,,,,,,,,,,,,,,,,,
20240110,ASB Classic,Hard,A,QF,Daniel T.,Muller A.,74,79.0,6-4 6-7 6-3,,,,,,,,,,,,,,,,,,,,
20240111,ASB Classic,Hard,A,QF,Shelton B.,Carballes Baena R.,16,67.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20240111,ASB Classic,Hard,A,QF,Tabilo A.,Norrie C.,82,19.0,,,,,,,,,,,,,,,,,,,,,
20240111,ASB Classic,Hard,A,QF,Fils A.,Altmaier D.,35,57.0,7-6 1-0,,,,,,,,,,,,,,,,,,,,
20240112,ASB Classic,Hard,A,SF,Daniel T.,Shelton B.,74,16.0,7-5 7-6,,,,,,,,,,,,,,,,,,,,
20240112,ASB Classic,Hard,A,SF,Tabilo A.,Fils A.,82,35.0,6-2 7-5,,,,,,,,,,,,,,,,,,,,
20240113,ASB Classic,Hard,A,F,Tabilo A.,Daniel T.,82,74.0,6-2 7-5,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Arnaldi M.,Walton A.,41,174.0,7-6 6-2 6-4,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Munar J.,Shevchenko A.,82,48.0,6-3 6-3 6-1,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Sinner J.,Van De Zandschulp B.,4,59.0,6-4 7-5 6-3,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Kotov P.,Rinderknech A.,65,94.0,7-5 6-1 6-7 6-7 6-3,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Cerundolo F.,Sweeny D.,21,257.0,3-6 6-3 6-4 2-6 6-2,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Marozsan F.,Cilic M.,67,,6-1 2-6 6-2 7-5,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Rublev A.,Seyboth Wild T.,5,77.0,7-5 6-4 3-6 4-6 7-6,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Machac T.,Mochizuki S.,75,136.0,7-5 6-1 7-5,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,O Connell C.,Garin C.,68,86.0,3-6 7-5 4-6 6-1 7-5,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,De Jong J.,Cachin P.,161,74.0,4-6 6-2 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Baez S.,Wolf J.J.,29,57.0,3-6 6-2 6-3 3-0,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Fritz T.,Diaz Acosta F.,12,90.0,4-6 6-3 3-6 6-2 6-4,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Galan D.E.,Kubler J.,87,113.0,2-6 6-3 7-6 4-6 7-6,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Halys Q.,Harris L.,110,167.0,4-6 7-6 7-5 7-6,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Djokovic N.,Prizmic D.,1,187.0,6-2 6-7 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240114,Australian Open,Hard,G,R128,Tiafoe F.,Coric B.,17,40.0,6-3 7-6 2-6 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Korda S.,Kopriva V.,26,132.0,6-1 6-4 2-6 4-6 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Ruusuvuori E.,Kypson P.,53,183.0,4-6 6-3 6-4 7-6,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Musetti L.,Bonzi B.,28,106.0,7-6 7-6 4-6 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Cobolli F.,Jarry N.,100,18.0,6-4 3-6 6-3 2-6 7-5,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Gaston H.,Carballes Baena R.,97,63.0,6-3 6-2 3-6 6-4,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Medvedev D.,Atmane T.,3,144.0,5-7 6-2 6-4 1-0,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Shelton B.,Bautista Agut R.,16,72.0,6-2 7-6 7-5,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Davidovich Fokina A.,Lestienne C.,24,99.0,6-4 6-4 7-6,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Popyrin A.,Polmans M.,43,154.0,6-3 7-6 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Mannarino A.,Wawrinka S.,19,56.0,6-4 3-6 5-7 6-3 6-0,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Van Assche L.,Duckworth J.,79,95.0,6-7 6-3 3-6 6-3 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Tsitsipas S.,Bergs Z.,7,129.0,5-7 6-1 6-1 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Mensik J.,Shapovalov D.,142,114.0,6-3 7-5 7-5,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Khachanov K.,Altmaier D.,15,50.0,5-7 6-3 7-6 7-6,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Thompson J.,Vukic A.,47,64.0,3-6 7-6 6-2 3-6 6-4,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Kovacevic A.,Tabilo A.,101,49.0,6-7 7-6 1-6 6-1 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Zhang Zh.,Coria F.,54,84.0,6-4 7-6 7-6,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Eubanks C.,Daniel T.,35,58.0,6-4 6-2 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Etcheverry T.,Murray A.,32,44.0,6-4 6-2 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Monfils G.,Hanfmann Y.,76,52.0,6-4 6-3 7-5,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Humbert U.,Goffin D.,20,112.0,6-2 7-5 5-7 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Borges N.,Marterer M.,69,96.0,7-5 7-6 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Grenier H.,Muller A.,178,73.0,2-6 7-6 4-6 6-4 7-6,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,De Minaur A.,Raonic M.,10,319.0,6-7 6-3 2-0,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Hurkacz H.,Jasika O.,9,343.0,7-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Kecmanovic M.,Watanuki Y.,60,102.0,4-6 7-5 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Auger-Aliassime F.,Thiem D.,30,92.0,6-3 7-5 6-7 5-7 6-3,,,,,,,,,,,,,,,,,,,,
20240115,Australian Open,Hard,G,R128,Struff J.L.,Hijikata R.,25,71.0,3-6 6-3 6-2 6-7 7-6,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Michelsen A.,Mccabe J.,91,269.0,7-6 3-6 6-1 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Lehecka J.,Zapata Miralles B.,23,78.0,6-3 6-2 6-3,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Norrie C.,Varillas J. P.,22,81.0,6-4 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Cazaux A.,Djere L.,122,33.0,6-2 6-7 6-2 3-6 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Fils A.,Vesely J.,34,293.0,4-6 7-5 6-2 6-3,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Griekspoor T.,Safiullin R.,31,36.0,2-6 3-6 7-6 6-4 7-5,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Zeppieri G.,Lajovic D.,133,51.0,6-3 3-6 6-3 7-6,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Ruud C.,Ramos-Vinolas A.,11,85.0,6-1 6-3 6-1,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Dimitrov G.,Fucsovics M.,13,70.0,4-6 6-3 7-6 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Purcell M.,Valkusz M.,45,214.0,3-6 7-6 6-4 7-5,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Klein L.,Kwon S.W.,163,697.0,7-6 4-6 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Draper J.,Giron M.,55,66.0,6-4 3-6 4-6 6-0 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Rune H.,Nishioka Y.,8,61.0,6-2 4-6 7-6 6-4,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Nagal S.,Bublik A.,137,27.0,6-4 6-2 7-6,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Shang J.,Mcdonald M.,140,42.0,6-3 1-6 3-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Paul T.,Barrere G.,14,83.0,6-2 6-3 6-3,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Kokkinakis T.,Ofner S.,80,37.0,7-6 2-6 6-7 6-1 7-6,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Sonego L.,Evans D.,46,38.0,4-6 7-6 6-2 7-6,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Zverev A.,Koepfer D.,6,62.0,4-6 6-3 7-6 6-3,,,,,,,,,,,,,,,,,,,,
20240116,Australian Open,Hard,G,R128,Alcaraz C.,Gasquet R.,2,131.0,7-6 6-1 6-2,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Sinner J.,De Jong J.,4,161.0,6-2 6-2 6-2,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,De Minaur A.,Arnaldi M.,10,41.0,6-3 6-0 6-3,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Baez S.,Galan D.E.,29,87.0,7-5 2-6 6-2 6-4,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Cobolli F.,Kotov P.,100,65.0,7-5 6-3 5-7 6-2,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Van Assche L.,Musetti L.,79,28.0,6-3 3-6 6-7 6-3 6-0,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Khachanov K.,Kovacevic A.,15,101.0,6-4 6-3 4-6 6-3,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Fritz T.,Gaston H.,12,97.0,6-0 6-3 6-1,,,,,,,,,,,,,,,,,,,,
20240117,Australian Open,Hard,G,R64,Marozsan F.,Cerundolo F.,67,21.0,7-6 6-4 6-2,,,,,,,,,,,,,,,,,,,,
