tourney_date,tourney_name,surface,tourney_level,round,winner_name,loser_name,winner_rank,loser_rank,score,winner_age,loser_age,w_ace,l_ace,w_df,l_df,w_svpt,l_svpt,w_1stIn,l_1stIn,w_1stWon,l_1stWon,w_2ndWon,l_2ndWon,w_SvGms,l_SvGms,w_bpSaved,l_bpSaved,w_bpFaced,l_bpFaced
20230101,Adelaide International 1,Hard,A,R128,Giron M.,Gasquet R.,61.0,68.0,7-6 6-7 7-5,,,,,,,,,,,,,,,,,,,,
20230101,Adelaide International 1,Hard,A,R128,Mcdonald M.,Galan D.E.,63.0,67.0,6-3,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Kecmanovic M.,O Connell C.,29.0,78.0,6-4 6-4,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Nishioka Y.,Rune H.,36.0,11.0,2-6 6-4 6-4,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Popyrin A.,Auger-Aliassime F.,120.0,6.0,6-4 7-6,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Halys Q.,Thompson J.,64.0,84.0,6-3 6-4,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Safiullin R.,Ymer M.,88.0,69.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Draper J.,Kwon S.W.,42.0,83.0,6-2 6-1,,,,,,,,,,,,,,,,,,,,
20230102,Adelaide International 1,Hard,A,R128,Kokkinakis T.,Cressy M.,93.0,34.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Medvedev D.,Sonego L.,7.0,45.0,7-6 2-1,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Khachanov K.,Cachin P.,20.0,57.0,6-2 6-4,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Djokovic N.,Lestienne C.,5.0,65.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Sinner J.,Edmund K.,15.0,582.0,6-3 6-2,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Shapovalov D.,Hijikata R.,18.0,164.0,2-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Bautista Agut R.,Rublev A.,21.0,8.0,4-6 6-3 6-4,,,,,,,,,,,,,,,,,,,,
20230103,Adelaide International 1,Hard,A,R128,Korda S.,Murray A.,33.0,49.0,7-6 6-3,,,,,,,,,,,,,,,,,,,,
20230104,Adelaide International 1,Hard,A,R64,Khachanov K.,Draper J.,20.0,42.0,6-4 6-2,,,,,,,,,,,,,,,,,,,,
20230104,Adelaide International 1,Hard,A,R64,Nishioka Y.,Mcdonald M.,36.0,63.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20230104,Adelaide International 1,Hard,A,R64,Medvedev D.,Kecmanovic M.,7.0,29.0,6-0 6-3,,,,,,,,,,,,,,,,,,,,
20230104,Adelaide International 1,Hard,A,R64,Popyrin A.,Giron M.,120.0,61.0,4-6 6-4 6-3,,,,,,,,,,,,,,,,,,,,
20230105,Adelaide International 1,Hard,A,R64,Shapovalov D.,Safiullin R.,18.0,88.0,6-4 6-3,,,,,,,,,,,,,,,,,,,,
20230105,Adelaide International 1,Hard,A,R64,Djokovic N.,Halys Q.,5.0,64.0,7-6 7-6,,,,,,,,,,,,,,,,,,,,
